,state,date,knn,mdp,rmdp,bilstm,agg,deaths
330,Kentucky,2020-09-19,1076.0,1005.0,1091.1814924330258,970.0,1102.4275675893118,1108
331,Kentucky,2020-09-15,1045.0,991.0,1055.9607632745226,960.0,1064.7077106183028,1074
332,Kentucky,2020-09-03,955.0,944.0,956.7487937506409,937.0,957.9983576568959,976
333,Kentucky,2020-09-21,1092.0,1012.0,1109.4288087519242,979.0,1121.9244478144624,1112
334,Kentucky,2020-09-07,985.0,964.0,988.9978263120864,942.0,992.7465180308508,996
335,Kentucky,2020-09-02,948.0,940.0,948.9054356163165,936.0,949.530217569444,966
336,Kentucky,2020-09-16,1053.0,995.0,1064.4697816858095,963.0,1073.8415109827165,1082
337,Kentucky,2020-09-24,1117.0,1023.0,1137.2578754678227,989.0,1151.627860389739,1137
338,Missouri,2020-09-06,1586.0,1635.0,1627.2158719267866,1573.0,1586.1538461538294,1685
339,Missouri,2020-09-22,1813.0,1773.0,1864.5349197999365,1633.0,1813.6461538459548,1867
340,Missouri,2020-09-04,1574.0,1600.0,1600.4131524669676,1547.0,1574.0923076923004,1607
341,Missouri,2020-09-20,1789.0,1761.0,1832.289441058694,1619.0,1789.5846153844357,1826
342,Missouri,2020-09-23,1834.0,1780.0,1880.8420203004282,1635.0,1834.6769230767072,1938
343,Missouri,2020-09-13,1670.0,1715.0,1725.8131772821025,1593.0,1670.3692307691465,1731
344,Missouri,2020-09-12,1668.0,1705.0,1711.172901732046,1592.0,1668.3384615383789,1728
345,Missouri,2020-09-14,1680.0,1725.0,1740.533850548557,1595.0,1680.3999999999078,1738
346,Missouri,2020-09-18,1717.0,1749.0,1800.9635068387738,1613.0,1717.523076922955,1810
347,Missouri,2020-09-25,1836.0,1792.0,1914.0673771649379,1644.0,1836.738461538244,1991
348,Missouri,2020-09-17,1711.0,1743.0,1785.6508930518314,1609.0,1711.4923076921905,1782
349,Missouri,2020-09-10,1645.0,1688.0,1682.4043311494165,1587.0,1645.2769230768588,1713
350,Missouri,2020-09-08,1626.0,1676.0,1654.5462654576093,1578.0,1626.2153846153356,1690
351,Missouri,2020-09-09,1639.0,1682.0,1668.396348634875,1582.0,1639.2461538460946,1702
352,Missouri,2020-09-26,1844.0,1798.0,1930.7160535398384,1646.0,1844.7692307690068,2054
353,Missouri,2020-09-01,1565.0,1561.0,1560.3852314321741,1543.0,1565.0,1562
354,Missouri,2020-09-11,1657.0,1694.0,1696.7041342946136,1589.0,1657.3076923076185,1720
355,Missouri,2020-09-05,1577.0,1615.0,1613.7370857480519,1568.0,1577.1230769230674,1668
356,Missouri,2020-09-19,1749.0,1755.0,1816.457568508519,1613.0,1749.5538461536985,1825
357,Missouri,2020-09-15,1687.0,1731.0,1755.434193708654,1598.0,1687.4307692306713,1756
358,Missouri,2020-09-03,1567.0,1585.0,1586.9175994028205,1547.0,1567.0615384615369,1586
359,Missouri,2020-09-21,1796.0,1767.0,1848.3142324212954,1628.0,1796.6153846151992,1838
360,Missouri,2020-09-07,1596.0,1655.0,1640.8518647390401,1575.0,1596.1846153845904,1687
361,Missouri,2020-09-02,1565.0,1571.0,1573.575693983919,1544.0,1565.0307692307692,1578
362,Missouri,2020-09-16,1696.0,1737.0,1770.5170898919096,1604.0,1696.4615384614333,1765
363,Missouri,2020-09-24,1834.0,1786.0,1897.3517505751065,1636.0,1834.7076923074765,1951
364,Tennessee,2020-09-06,1856.0,1875.0,1883.0692216035472,1775.0,1885.7275594541213,1865
365,Tennessee,2020-09-22,2158.0,1998.0,2253.572678783149,1868.0,2264.737697755515,2261
366,Tennessee,2020-09-04,1821.0,1845.0,1841.2228204283374,1758.0,1842.8178231386828,1837
367,Tennessee,2020-09-20,2117.0,1984.0,2203.3966224831865,1851.0,2213.4983063153322,2218
368,Tennessee,2020-09-23,2178.0,2005.0,2279.7930924765924,1869.0,2291.489779019067,2277
369,Tennessee,2020-09-13,1983.0,1936.0,2036.0000533999366,1811.0,2042.3800642413041,2078
370,Tennessee,2020-09-12,1964.0,1930.0,2013.0116292353696,1806.0,2018.859972506625,2064
371,Tennessee,2020-09-14,2001.0,1943.0,2058.571666931337,1814.0,2065.483345342817,2097
372,Tennessee,2020-09-18,2078.0,1970.0,2153.7457272395845,1829.0,2162.78407593151,2196
373,Tennessee,2020-09-25,2219.0,2019.0,2333.451790403074,1888.0,2346.211812085765,2352
374,Tennessee,2020-09-17,2058.0,1963.0,2129.027715449424,1828.0,2137.5343965712386,2164
375,Tennessee,2020-09-10,1927.0,1912.0,1968.040936932095,1794.0,1972.825945063125,1988
376,Tennessee,2020-09-08,1891.0,1889.0,1925.3569497284402,1782.0,1929.0786227192423,1896
377,Tennessee,2020-09-09,1909.0,1900.0,1946.5494424727246,1793.0,1950.802783033641,1931
378,Tennessee,2020-09-26,2240.0,2026.0,2360.35801575111,1890.0,2373.6497050039093,2374
379,Tennessee,2020-09-01,1771.0,1784.0,1780.8372991362041,1754.0,1780.8372991362041,1781
380,Tennessee,2020-09-11,1946.0,1923.0,1990.3606404724405,1796.0,1995.6773161735832,2025
381,Tennessee,2020-09-05,1838.0,1868.0,1861.9925646076342,1768.0,1864.119234888094,1862
382,Tennessee,2020-09-19,2098.0,1977.0,2178.8432672915073,1839.0,2188.413283553543,2216
383,Tennessee,2020-09-15,2020.0,1950.0,2081.4638495388413,1815.0,2088.9071955204336,2127
384,Tennessee,2020-09-03,1804.0,1823.0,1820.812499554633,1756.0,1821.8758346948634,1815
385,Tennessee,2020-09-21,2137.0,1991.0,2228.304372517068,1860.0,2238.937723919324,2233
386,Tennessee,2020-09-07,1873.0,1882.0,1904.4584625751197,1777.0,1907.6484679958076,1869
387,Tennessee,2020-09-02,1788.0,1801.0,1800.6855402082324,1754.0,1801.2172077783478,1797
388,Tennessee,2020-09-16,2039.0,1957.0,2104.6820802094057,1821.0,2112.65709376111,2151
389,Tennessee,2020-09-24,2199.0,2012.0,2306.416860932205,1882.0,2318.645215044788,2312
390,Virginia,2020-09-06,2679.0,2764.0,2648.256353688025,2595.0,2648.256353687956,2678
391,Virginia,2020-09-22,2967.0,2972.0,2854.0750925639504,2696.0,2854.0750925636567,3060
392,Virginia,2020-09-04,2646.0,2698.0,2623.6446057531953,2581.0,2623.6446057531534,2662
393,Virginia,2020-09-20,2930.0,2952.0,2827.4651130859606,2683.0,2827.465113085696,3015
394,Virginia,2020-09-23,2986.0,2983.0,2867.409383975141,2709.0,2867.4093839748325,3089
395,Virginia,2020-09-13,2802.0,2881.0,2736.4398200129867,2643.0,2736.4398200128217,2724
396,Virginia,2020-09-12,2784.0,2864.0,2723.654408538341,2642.0,2723.6544085381897,2722
397,Virginia,2020-09-14,2820.0,2891.0,2749.2985134819455,2647.0,2749.2985134817663,2743
398,Virginia,2020-09-18,2893.0,2931.0,2800.9927928975067,2675.0,2800.9927928972706,2949
399,Virginia,2020-09-25,3025.0,3003.0,2894.502705459193,2731.0,2894.5027054588545,3136
400,Virginia,2020-09-17,2874.0,2921.0,2787.9996998672373,2674.0,2787.999699867016,2920
401,Virginia,2020-09-10,2749.0,2830.0,2698.5007026927333,2609.0,2698.5007026926096,2708
402,Virginia,2020-09-08,2714.0,2809.0,2673.3652999516025,2598.0,2673.365299951506,2686
403,Virginia,2020-09-09,2731.0,2820.0,2686.0287180703067,2601.0,2686.0287180701966,2697
404,Virginia,2020-09-26,3044.0,3014.0,2908.2659020848937,2742.0,2908.2659020845404,3144
405,Virginia,2020-09-01,2598.0,2623.0,2585.2892377612884,2572.0,2585.2892377612884,2612
406,Virginia,2020-09-11,2766.0,2847.0,2711.042452885021,2618.0,2711.0424528848835,2711
407,Virginia,2020-09-05,2662.0,2731.0,2635.9158795938856,2584.0,2635.91587959383,2677
408,Virginia,2020-09-19,2911.0,2942.0,2814.191112294311,2683.0,2814.191112294061,2990
409,Virginia,2020-09-15,2838.0,2901.0,2762.2309680755775,2651.0,2762.230968075384,2839
410,Virginia,2020-09-03,2629.0,2673.0,2611.442094748611,2579.0,2611.4420947485823,2652
411,Virginia,2020-09-21,2948.0,2962.0,2840.815288983532,2695.0,2840.8152889832527,3021
412,Virginia,2020-09-07,2697.0,2799.0,2660.7746712294556,2597.0,2660.774671229373,2684
413,Virginia,2020-09-02,2614.0,2648.0,2598.3252960328723,2573.0,2598.325296032858,2641
414,Virginia,2020-09-16,2856.0,2911.0,2775.079244186019,2669.0,2775.0792441858116,2884
415,Virginia,2020-09-24,3005.0,2993.0,2880.818634216638,2721.0,2880.818634216315,3113
416,Mississippi,2020-09-06,2636.0,2608.0,2608.6570315187173,2484.0,2608.6570315185636,2584
417,Mississippi,2020-09-22,3103.0,2829.0,3000.672099821054,2590.0,3000.6720998203646,2846
418,Mississippi,2020-09-04,2560.0,2553.0,2563.1548041678634,2469.0,2563.1548041677715,2558
419,Mississippi,2020-09-20,3068.0,2810.0,2948.450229159655,2569.0,2948.450229159037,2810
420,Mississippi,2020-09-23,3139.0,2839.0,3027.5001629723656,2604.0,3027.50016297164,2870
421,Mississippi,2020-09-13,2830.0,2736.0,2772.753513327307,2534.0,2772.753513326929,2697
422,Mississippi,2020-09-12,2802.0,2719.0,2748.4260568924233,2522.0,2748.4260568920786,2685
423,Mississippi,2020-09-14,2871.0,2752.0,2796.8135139188776,2536.0,2796.813513918467,2706
424,Mississippi,2020-09-18,2980.0,2790.0,2896.807825461939,2558.0,2896.8078254613915,2792
425,Mississippi,2020-09-25,3229.0,2859.0,3082.0911981423665,2614.0,3082.091198141566,2894
426,Mississippi,2020-09-17,2946.0,2781.0,2871.130643459545,2555.0,2871.1306434590324,2780
427,Mississippi,2020-09-10,2759.0,2693.0,2700.590728211725,2504.0,2700.590728211446,2656
428,Mississippi,2020-09-08,2677.0,2673.0,2654.4746070942533,2490.0,2654.474607094037,2585
429,Mississippi,2020-09-09,2721.0,2683.0,2677.4044114400062,2497.0,2677.4044114397584,2623
430,Mississippi,2020-09-26,3247.0,2869.0,3109.6927040323817,2617.0,3109.6927040315436,2911
431,Mississippi,2020-09-01,2499.0,2489.0,2496.04448450887,2448.0,2496.04448450887,2493
432,Mississippi,2020-09-11,2787.0,2703.0,2724.3730531890146,2518.0,2724.3730531887027,2670
433,Mississippi,2020-09-05,2604.0,2577.0,2585.77722937556,2484.0,2585.777229375438,2569
434,Mississippi,2020-09-19,3034.0,2800.0,2922.7830299393895,2563.0,2922.7830299388065,2809
435,Mississippi,2020-09-15,2913.0,2761.0,2821.1435382594454,2536.0,2821.1435382590016,2734
436,Mississippi,2020-09-03,2530.0,2529.0,2540.5283243808954,2467.0,2540.5283243808344,2536
437,Mississippi,2020-09-21,3086.0,2819.0,2974.411853585445,2579.0,2974.4118535847915,2810
438,Mississippi,2020-09-07,2653.0,2641.0,2631.797785538474,2484.0,2631.7977855382883,2585
439,Mississippi,2020-09-02,2515.0,2506.0,2518.1594427339414,2454.0,2518.1594427339114,2526
440,Mississippi,2020-09-16,2930.0,2771.0,2845.7473276514083,2549.0,2845.747327650931,2756
441,Mississippi,2020-09-24,3193.0,2849.0,3054.6384063702203,2604.0,3054.6384063694572,2874
442,Louisiana,2020-09-06,5115.0,5104.0,5094.975645538813,5011.0,5114.999999999714,5093
443,Louisiana,2020-09-22,5564.0,5395.0,5483.71294266683,5218.0,5563.999999998766,5388
444,Louisiana,2020-09-04,5058.0,5056.0,5048.814956414105,4994.0,5057.999999999835,5035
445,Louisiana,2020-09-20,5505.0,5358.0,5433.809147542274,5204.0,5504.99999999889,5368
446,Louisiana,2020-09-23,5593.0,5414.0,5509.660959926622,5230.0,5592.999999998705,5407
447,Louisiana,2020-09-13,5307.0,5229.0,5260.31452709345,5122.0,5306.999999999309,5235
448,Louisiana,2020-09-12,5279.0,5211.0,5236.006867623485,5119.0,5278.999999999368,5202
449,Louisiana,2020-09-14,5335.0,5248.0,5284.715146077859,5131.0,5334.99999999925,5252
450,Louisiana,2020-09-18,5448.0,5321.0,5383.89891005484,5191.0,5447.9999999990105,5342
451,Louisiana,2020-09-25,5652.0,5452.0,5562.062926079371,5241.0,5651.999999998579,5444
452,Louisiana,2020-09-17,5419.0,5302.0,5358.873245294058,5183.0,5418.999999999072,5313
453,Louisiana,2020-09-10,5224.0,5175.0,5187.850859314593,5098.0,5223.999999999484,5161
454,Louisiana,2020-09-08,5170.0,5140.0,5141.326423381197,5085.0,5169.999999999598,5118
455,Louisiana,2020-09-09,5197.0,5157.0,5164.519870070815,5096.0,5196.999999999542,5140
456,Louisiana,2020-09-26,5682.0,5471.0,5588.170156313244,5268.0,5681.999999998517,5444
457,Louisiana,2020-09-01,4980.0,4978.0,4981.458340619307,4976.0,4980.0,4984
458,Louisiana,2020-09-11,5252.0,5193.0,5211.852719394717,5109.0,5251.999999999425,5202
459,Louisiana,2020-09-05,5088.0,5086.0,5071.824484032018,5000.0,5087.999999999772,5035
460,Louisiana,2020-09-19,5477.0,5339.0,5409.084491074853,5194.0,5476.9999999989495,5342
461,Louisiana,2020-09-15,5363.0,5266.0,5309.278501758509,5140.0,5362.999999999191,5278
462,Louisiana,2020-09-03,5032.0,5026.0,5026.2314022775645,4993.0,5031.99999999989,5021
463,Louisiana,2020-09-21,5535.0,5377.0,5458.684912799819,5213.0,5534.999999998827,5377
464,Louisiana,2020-09-07,5142.0,5122.0,5118.269538453539,5046.0,5141.999999999658,5105
465,Louisiana,2020-09-02,5005.0,4997.0,5003.779504018575,4987.0,5004.999999999947,5004
466,Louisiana,2020-09-16,5391.0,5284.0,5334.00619844175,5164.0,5390.999999999131,5296
467,Louisiana,2020-09-24,5622.0,5433.0,5535.77716132038,5239.0,5621.999999998643,5423
468,West Virginia,2020-09-06,232.0,230.0,231.53393406995687,219.0,234.04993067341147,249
469,West Virginia,2020-09-22,273.0,245.0,285.21150587831403,229.0,295.7786916128143,320
470,West Virginia,2020-09-04,214.0,224.0,225.7971456451395,217.0,227.30674360721238,245
471,West Virginia,2020-09-20,244.0,243.0,277.7149217528168,228.0,287.2757088459372,314
472,West Virginia,2020-09-23,273.0,246.0,289.06084418932585,230.0,300.131229244516,322
473,West Virginia,2020-09-13,244.0,237.0,253.09970235163976,223.0,259.1380941999288,267
474,West Virginia,2020-09-12,233.0,237.0,249.86149277990555,223.0,255.3966853075041,266
475,West Virginia,2020-09-14,245.0,238.0,256.39566348831096,224.0,262.9372546572904,278
476,West Virginia,2020-09-18,244.0,242.0,270.3439743943801,226.0,278.89836284612045,300
477,West Virginia,2020-09-25,273.0,248.0,297.04889103950575,231.0,309.1256747360753,335
478,West Virginia,2020-09-17,244.0,241.0,266.7583058411186,226.0,274.8094949721688,297
479,West Virginia,2020-09-10,232.0,234.0,243.54683481333444,221.0,248.07562869955188,258
480,West Virginia,2020-09-08,232.0,232.0,237.44041664572603,220.0,240.96281189056214,252
481,West Virginia,2020-09-09,232.0,232.0,240.46739614598286,221.0,244.49299071150966,255
482,West Virginia,2020-09-26,273.0,248.0,301.1552697646909,232.0,313.7352527819501,337
483,West Virginia,2020-09-01,215.0,218.0,217.54979160563525,216.0,217.54979160563525,224
484,West Virginia,2020-09-11,232.0,235.0,246.67981582189483,222.0,251.71180902880286,264
485,West Virginia,2020-09-05,229.0,227.0,228.6560074956716,218.0,230.66880477843534,246
486,West Virginia,2020-09-19,244.0,242.0,273.99569236948287,227.0,283.05328014191326,311
487,West Virginia,2020-09-15,244.0,239.0,259.7884390443379,225.0,266.83322953400767,283
488,West Virginia,2020-09-03,215.0,222.0,222.98554326388282,217.0,223.9919419052648,240
489,West Virginia,2020-09-21,255.0,244.0,281.42999815905654,229.0,291.4939845728669,315
490,West Virginia,2020-09-07,233.0,231.0,234.46172044841526,220.0,237.48091637256064,248
491,West Virginia,2020-09-02,214.0,220.0,220.22027322725398,216.0,220.72347254794502,233
492,West Virginia,2020-09-16,244.0,240.0,263.2422200122457,225.0,270.79020982260573,293
493,West Virginia,2020-09-24,273.0,247.0,293.0179649094616,230.0,304.59154928534156,328
494,Michigan,2020-09-06,6836.0,6974.0,6831.523080381668,6826.0,6837.621621621539,6806
495,Michigan,2020-09-22,7043.0,7372.0,7053.3218216901,7143.0,7049.81081081051,6997
496,Michigan,2020-09-04,6799.0,6909.0,6804.414480713336,6820.0,6799.97297297293,6798
497,Michigan,2020-09-20,7040.0,7321.0,7025.1091293009995,7062.0,7046.162162161864,6969
498,Michigan,2020-09-23,7081.0,7397.0,7067.481431801,7146.0,7088.135135134794,7013
499,Michigan,2020-09-13,6921.0,7145.0,6927.47086898401,6945.0,6924.89189189172,6911
500,Michigan,2020-09-12,6918.0,7120.0,6913.661458681027,6926.0,6921.567567567398,6911
501,Michigan,2020-09-14,6958.0,7170.0,6941.31477665081,6952.0,6962.216216216005,6921
502,Michigan,2020-09-18,6999.0,7270.0,6997.037683599485,7024.0,7004.513513513259,6954
503,Michigan,2020-09-25,7084.0,7449.0,7095.907777400043,7200.0,7091.7837837834395,7027
504,Michigan,2020-09-17,6999.0,7245.0,6983.054633855895,6996.0,7004.1891891889345,6955
505,Michigan,2020-09-10,6881.0,7071.0,6886.145673764827,6900.0,6883.918918918789,6894
506,Michigan,2020-09-08,6878.0,7022.0,6858.76651419987,6872.0,6880.270270270144,6811
507,Michigan,2020-09-09,6878.0,7047.0,6872.439072227455,6882.0,6880.594594594468,6886
508,Michigan,2020-09-26,7122.0,7474.0,7110.174753541603,7205.0,7130.108108107723,7044
509,Michigan,2020-09-01,6758.0,6801.0,6764.002464338844,6777.0,6758.0,6767
510,Michigan,2020-09-11,6918.0,7096.0,6899.886431513486,6910.0,6921.243243243074,6900
511,Michigan,2020-09-05,6836.0,6950.0,6817.951981693221,6821.0,6837.297297297215,6806
512,Michigan,2020-09-19,7002.0,7295.0,7011.055809627681,7040.0,7007.83783783758,6969
513,Michigan,2020-09-15,6958.0,7195.0,6955.193296424511,6967.0,6962.540540540329,6932
514,Michigan,2020-09-03,6794.0,6868.0,6790.910467228967,6806.0,6794.648648648611,6791
515,Michigan,2020-09-21,7040.0,7346.0,7039.19776051236,7091.0,7046.486486486188,6981
516,Michigan,2020-09-07,6841.0,6998.0,6845.127887483857,6850.0,6842.9459459458585,6810
517,Michigan,2020-09-02,6794.0,6827.0,6777.439831516461,6797.0,6794.324324324286,6781
518,Michigan,2020-09-16,6962.0,7220.0,6969.106543565799,6973.0,6966.8648648646495,6943
519,Michigan,2020-09-24,7081.0,7423.0,7081.676710353358,7165.0,7088.459459459118,7019
520,Oklahoma,2020-09-06,849.0,859.0,845.4492134342428,817.0,848.9999999999229,853
521,Oklahoma,2020-09-22,1024.0,915.0,979.8259412999806,854.0,1023.9999999995681,962
522,Oklahoma,2020-09-04,827.0,853.0,829.6535152758303,813.0,826.9999999999676,846
523,Oklahoma,2020-09-20,1010.0,909.0,961.6710924290619,850.0,1009.9999999995965,946
524,Oklahoma,2020-09-23,1034.0,918.0,989.0402948453084,855.0,1033.999999999548,970
525,Oklahoma,2020-09-13,933.0,887.0,901.5513366533057,829.0,932.9999999997526,905
526,Oklahoma,2020-09-12,917.0,884.0,893.3830438497954,828.0,916.9999999997851,899
527,Oklahoma,2020-09-14,938.0,890.0,909.8134785414082,830.0,937.9999999997425,905
528,Oklahoma,2020-09-18,988.0,902.0,943.8932698625765,843.0,987.9999999996411,939
529,Oklahoma,2020-09-25,1050.0,924.0,1007.6700662212139,856.0,1049.9999999995155,993
530,Oklahoma,2020-09-17,984.0,899.0,935.2160757276749,840.0,983.9999999996492,930
531,Oklahoma,2020-09-10,888.0,878.0,877.2086953558365,826.0,887.9999999998439,876
532,Oklahoma,2020-09-08,866.0,867.0,861.2309663154209,823.0,865.9999999998885,854
533,Oklahoma,2020-09-09,881.0,872.0,869.2638339450376,824.0,880.9999999998581,863
534,Oklahoma,2020-09-26,1066.0,928.0,1017.0828322651486,857.0,1065.999999999483,1004
535,Oklahoma,2020-09-01,811.0,822.0,806.3218754276454,803.0,811.0,808
536,Oklahoma,2020-09-11,899.0,881.0,885.2479644656739,827.0,898.9999999998215,888
537,Oklahoma,2020-09-05,840.0,856.0,837.5028105747539,816.0,839.9999999999412,850
538,Oklahoma,2020-09-19,997.0,905.0,952.7282698356287,846.0,996.9999999996229,943
539,Oklahoma,2020-09-15,950.0,893.0,918.1707708887717,832.0,949.9999999997182,912
540,Oklahoma,2020-09-03,822.0,842.0,821.8998237099047,809.0,821.9999999999777,835
541,Oklahoma,2020-09-21,1021.0,912.0,970.7233826941214,852.0,1020.9999999995742,948
542,Oklahoma,2020-09-07,856.0,862.0,853.2932236245341,821.0,855.9999999999087,853
543,Oklahoma,2020-09-02,818.0,832.0,814.0658610498011,807.0,817.9999999999858,821
544,Oklahoma,2020-09-16,970.0,896.0,926.6424183327766,834.0,969.9999999996776,924
545,Oklahoma,2020-09-24,1044.0,921.0,998.3681490002484,855.0,1043.9999999995275,981
546,Utah,2020-09-06,416.0,412.0,421.9886418449988,415.0,421.98864184498086,422
547,Utah,2020-09-22,416.0,423.0,458.980584838339,431.0,458.98058483825895,443
548,Utah,2020-09-04,414.0,410.0,417.6396488437014,412.0,417.63964884369074,419
549,Utah,2020-09-20,416.0,422.0,454.2225931241036,428.0,454.2225931240315,440
550,Utah,2020-09-23,416.0,425.0,461.390423148205,434.0,461.39042314812093,444
551,Utah,2020-09-13,416.0,417.0,437.66070998785364,420.0,437.66070998780935,433
552,Utah,2020-09-12,416.0,417.0,435.3285883292762,420.0,435.32858832923586,433
553,Utah,2020-09-14,416.0,417.0,440.01412627511894,420.0,440.01412627507074,436
554,Utah,2020-09-18,416.0,421.0,449.30232821001886,425.0,449.3023282099551,437
555,Utah,2020-09-25,416.0,426.0,466.5148833904288,435.0,466.51488339033614,448
556,Utah,2020-09-17,416.0,420.0,446.8765528476587,424.0,446.87655284759893,437
557,Utah,2020-09-10,416.0,414.0,430.82807453476903,418.0,430.82807453473623,430
558,Utah,2020-09-08,416.0,413.0,426.5018327219748,417.0,426.50183272194926,424
559,Utah,2020-09-09,416.0,413.0,428.65627849169124,418.0,428.6562784916621,427
560,Utah,2020-09-26,416.0,426.0,469.1142442675951,435.0,469.11424426749807,448
561,Utah,2020-09-01,407.0,408.0,411.2794867972465,410.0,411.2794867972465,409
562,Utah,2020-09-11,416.0,415.0,433.0174507292309,419.0,433.0174507291944,431
563,Utah,2020-09-05,414.0,411.0,419.76206150325476,413.0,419.76206150324055,420
564,Utah,2020-09-19,416.0,421.0,451.7508907935032,426.0,451.75089079343525,440
565,Utah,2020-09-15,416.0,418.0,442.2824081811267,421.0,442.2824081810747,436
566,Utah,2020-09-03,414.0,409.0,415.53371210609475,411.0,415.5337121060876,414
567,Utah,2020-09-21,416.0,422.0,456.5914059835012,428.0,456.5914059834252,441
568,Utah,2020-09-07,416.0,412.0,424.2351358268006,416.0,424.2351358267789,423
569,Utah,2020-09-02,407.0,408.0,413.4440613491544,410.0,413.4440613491508,410
570,Utah,2020-09-16,416.0,419.0,444.5697952631634,423.0,444.5697952631076,437
571,Utah,2020-09-24,416.0,426.0,463.9404058986689,434.0,463.9404058985806,444
572,Minnesota,2020-09-06,1879.0,1887.0,1911.6691628285328,1897.0,1880.1538461538332,1909
573,Minnesota,2020-09-22,1914.0,1939.0,2025.884885988005,1979.0,1918.8461538460995,2031
574,Minnesota,2020-09-04,1874.0,1876.0,1897.9669083091417,1892.0,1874.6923076923006,1899
575,Minnesota,2020-09-20,1909.0,1932.0,2011.1743921559942,1967.0,1913.384615384567,2017
576,Minnesota,2020-09-23,1916.0,1945.0,2033.2910891089118,1981.0,1921.0769230768663,2037
577,Minnesota,2020-09-13,1894.0,1909.0,1960.6276430714345,1925.0,1896.7692307692,1971
578,Minnesota,2020-09-12,1892.0,1908.0,1953.5267678681387,1922.0,1894.5384615384332,1958
579,Minnesota,2020-09-14,1896.0,1911.0,1967.76123204261,1927.0,1898.9999999999668,1974
580,Minnesota,2020-09-18,1905.0,1929.0,1996.5427920071063,1958.0,1908.9230769230332,2002
581,Minnesota,2020-09-25,1920.0,1952.0,2048.2645234017996,2002.0,1925.5384615384,2046
582,Minnesota,2020-09-17,1903.0,1923.0,1989.2776946381614,1951.0,1906.6923076922662,1994
583,Minnesota,2020-09-10,1888.0,1897.0,1939.4475860867387,1915.0,1890.0769230768994,1936
584,Minnesota,2020-09-08,1883.0,1890.0,1925.5207189630714,1903.0,1884.6153846153668,1914
585,Minnesota,2020-09-09,1885.0,1892.0,1932.4684207774005,1909.0,1886.8461538461338,1921
586,Minnesota,2020-09-26,1923.0,1953.0,2055.803983267,2013.0,1928.7692307691657,2056
587,Minnesota,2020-09-01,1868.0,1868.0,1877.4083368318286,1876.0,1868.0,1871
588,Minnesota,2020-09-11,1890.0,1902.0,1946.4584039839572,1916.0,1892.3076923076662,1949
589,Minnesota,2020-09-05,1877.0,1882.0,1904.7905064816698,1897.0,1877.9230769230662,1903
590,Minnesota,2020-09-19,1907.0,1930.0,2003.8416202544793,1960.0,1911.1538461538,2015
591,Minnesota,2020-09-15,1898.0,1913.0,1974.9007012181676,1932.0,1901.2307692307338,1979
592,Minnesota,2020-09-03,1872.0,1871.0,1891.1738527541854,1890.0,1872.4615384615338,1889
593,Minnesota,2020-09-21,1912.0,1934.0,2018.5127231356078,1974.0,1916.6153846153327,2021
594,Minnesota,2020-09-07,1881.0,1889.0,1918.579169409374,1898.0,1882.3846153846,1912
595,Minnesota,2020-09-02,1870.0,1870.0,1884.411159531024,1884.0,1870.2307692307668,1882
596,Minnesota,2020-09-16,1901.0,1918.0,1982.0727892668413,1947.0,1904.4615384614995,1985
597,Minnesota,2020-09-24,1918.0,1950.0,2040.7602999373494,1987.0,1923.3076923076333,2040
598,Indiana,2020-09-06,3360.0,3333.0,3366.3516434153253,3332.0,3367.4037749692297,3364
599,Indiana,2020-09-22,3534.0,3425.0,3552.3161369102368,3425.0,3556.7350894366277,3520
600,Indiana,2020-09-04,3339.0,3314.0,3343.9204291196534,3316.0,3344.551708051996,3350
601,Indiana,2020-09-20,3512.0,3412.0,3528.463030154481,3409.0,3532.4611300593124,3506
602,Indiana,2020-09-23,3545.0,3434.0,3564.317507930665,3440.0,3568.946886767836,3530
603,Indiana,2020-09-13,3435.0,3372.0,3446.2263957757377,3379.0,3448.751511505107,3438
604,Indiana,2020-09-12,3425.0,3369.0,3434.6417248850103,3369.0,3436.9564143035986,3437
605,Indiana,2020-09-14,3446.0,3375.0,3457.8596691046446,3382.0,3460.595211144794,3439
606,Indiana,2020-09-18,3490.0,3407.0,3504.655752425766,3393.0,3508.232999709037,3495
607,Indiana,2020-09-25,3568.0,3447.0,3588.6295329198433,3443.0,3593.679764378574,3566
608,Indiana,2020-09-17,3479.0,3397.0,3492.8270525662033,3392.0,3496.193873538694,3478
609,Indiana,2020-09-10,3403.0,3351.0,3411.6894281688674,3349.0,3413.5832649658946,3410
610,Indiana,2020-09-08,3382.0,3338.0,3388.9981697540848,3340.0,3390.471153929551,3380
611,Indiana,2020-09-09,3393.0,3341.0,3400.3204290859403,3342.0,3402.003839572187,3397
612,Indiana,2020-09-26,3579.0,3450.0,3600.8629926399294,3461.0,3606.12365040944,3577
613,Indiana,2020-09-01,3307.0,3299.0,3310.2519211048552,3301.0,3310.2519211048552,3312
614,Indiana,2020-09-11,3414.0,3360.0,3423.105404886158,3352.0,3425.209667993966,3420
615,Indiana,2020-09-05,3350.0,3323.0,3355.0988278948207,3322.0,3355.9405331379444,3362
616,Indiana,2020-09-19,3501.0,3409.0,3516.5343246251514,3405.0,3520.321998219202,3503
617,Indiana,2020-09-15,3457.0,3378.0,3469.4671847036648,3391.0,3472.4131530545947,3460
618,Indiana,2020-09-03,3328.0,3305.0,3332.7879726892256,3308.0,3333.2088253107872,3332
619,Indiana,2020-09-21,3523.0,3415.0,3540.364729623767,3420.0,3544.573255839378,3512
