state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Oklahoma,2020-03-16,10,3956971,0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Oklahoma,-2.0,21.0,-17.0,-2.0,-19.0,6.0,8854.0
Maine,2020-03-02,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maine,7.0,5.0,6.0,9.0,3.0,0.0,8740.0
Tennessee,2020-02-10,0,6829174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8531.0
Maine,2020-03-16,17,1344212,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Maine,-7.0,24.0,14.0,-11.0,-14.0,6.0,8957.0
Montana,2020-01-30,0,1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5801.0
Oregon,2020-03-18,75,4217737,3,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Oregon,-25.0,8.0,76.0,-24.0,-33.0,11.0,5630.0
Georgia,2020-03-16,121,10617423,1,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Georgia,-8.0,18.0,-4.0,-20.0,-20.0,7.0,8454.0
Kentucky,2020-03-10,5,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,6.0,10.0,14.0,1.0,0.0,1.0,7442.0
Colorado,2020-03-18,218,5758736,2,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Colorado,-26.0,10.0,50.0,-32.0,-38.0,14.0,6818.0
New Jersey,2020-03-15,72,8882190,2,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New Jersey,-14.0,6.0,79.0,-24.0,-8.0,5.0,4163.0
Washington,2020-05-04,15462,7614893,841,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-30.0,-7.0,18.0,-50.0,-48.0,17.0,5596.0
American Samoa,2020-05-03,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5392.0
New Mexico,2020-04-09,865,2096829,16,35,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Mexico,-36.0,-7.0,1.0,-31.0,-48.0,19.0,4869.0
Oklahoma,2020-02-04,0,3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7237.0
Indiana,2020-04-10,6907,6732219,300,94,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Indiana,-39.0,-10.0,24.0,-34.0,-55.0,23.0,5397.0
Virginia,2020-02-15,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,2.0,2.0,3.0,4.0,0.0,0.0,8231.0
South Dakota,2020-03-23,28,884659,1,68,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,South Dakota,-23.0,6.0,47.0,-17.0,-23.0,11.0,5514.0
New Mexico,2020-03-10,0,2096829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Mexico,12.0,14.0,35.0,9.0,1.0,-1.0,6306.0
Guam,2020-03-14,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6070.0
Florida,2020-03-16,101,21477737,3,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Florida,-6.0,14.0,0.0,-16.0,-18.0,6.0,7483.0
Wyoming,2020-04-24,473,578759,7,25,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Wyoming,-31.0,-4.0,6.0,-6.0,-34.0,16.0,4225.0
Vermont,2020-03-01,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,15.0,11.0,16.0,6.0,2.0,-2.0,10421.0
Georgia,2020-04-07,8822,10617423,329,161,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Georgia,-40.0,-14.0,-18.0,-50.0,-51.0,21.0,6671.0
Maryland,2020-03-13,18,6045680,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Maryland,1.0,19.0,39.0,-13.0,-4.0,3.0,6980.0
South Carolina,2020-02-13,0,5148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7875.0
Connecticut,2020-04-16,15884,3565287,971,10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Connecticut,-40.0,-15.0,8.0,-53.0,-52.0,23.0,4328.0
Georgia,2020-02-23,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,2.0,1.0,20.0,3.0,1.0,-1.0,8126.0
South Dakota,2020-05-09,3393,884659,34,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,South Dakota,-21.0,18.0,29.0,-15.0,-19.0,9.0,6277.0
Kentucky,2020-02-17,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,3.0,-2.0,24.0,3.0,-12.0,4.0,8015.0
Maryland,2020-03-22,244,6045680,3,26,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Maryland,-40.0,-15.0,33.0,-45.0,-33.0,11.0,4847.0
Washington,2020-04-23,12753,7614893,711,41,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-39.0,-12.0,2.0,-56.0,-54.0,21.0,5817.0
Idaho,2020-02-26,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,9.0,8.0,24.0,7.0,3.0,-1.0,6753.0
Massachusetts,2020-01-22,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5902.0
Virginia,2020-02-19,0,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,2.0,2.0,6.0,3.0,2.0,0.0,7076.0
Arizona,2020-04-09,3018,7278717,98,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arizona,-37.0,-14.0,-17.0,-41.0,-49.0,18.0,6379.0
West Virginia,2020-01-24,0,1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8161.0
Arkansas,2020-02-24,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,3.0,0.0,-9.0,-1.0,1.0,1.0,7199.0
North Carolina,2020-02-04,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8434.0
Mississippi,2020-04-05,1638,2976149,43,84,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-43.0,-14.0,-8.0,-37.0,-35.0,11.0,5006.0
South Carolina,2020-05-10,7653,5148714,331,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,2265.0
Colorado,2020-03-29,2307,5758736,47,66,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Colorado,-51.0,-27.0,-12.0,-60.0,-40.0,13.0,4181.0
New York,2020-03-27,44876,26161672,1211,64,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,New York,-54.0,-20.0,-7.0,-64.0,-57.0,27.0,3573.0
California,2020-05-07,62148,39512223,2535,60,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-46.0,-8.0,-18.0,-48.0,-49.0,20.0,5539.0
New Jersey,2020-04-16,75317,8882190,3518,23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Jersey,-58.0,-20.0,-24.0,-68.0,-62.0,28.0,3913.0
Maryland,2020-02-12,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7769.0
New Jersey,2020-02-17,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,14.0,1.0,63.0,-15.0,-36.0,8.0,6669.0
District of Columbia,2020-03-07,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,District of Columbia,1.0,3.0,8.0,3.0,0.0,-1.0,5141.0
Colorado,2020-02-05,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7064.0
West Virginia,2020-04-20,902,1792147,24,57,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,West Virginia,-26.0,-10.0,16.0,-26.0,-41.0,14.0,6217.0
Idaho,2020-02-23,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,12.0,7.0,44.0,9.0,2.0,-1.0,5703.0
Connecticut,2020-02-16,0,3565287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,5.0,-5.0,-4.0,3.0,0.0,0.0,6795.0
Montana,2020-05-07,456,1068778,16,58,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Montana,-13.0,10.0,46.0,-17.0,-30.0,10.0,5185.0
North Dakota,2020-04-18,528,762062,9,55,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Dakota,-43.0,-10.0,12.0,-36.0,-23.0,13.0,4475.0
Iowa,2020-02-17,0,3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,-2.0,5.0,-8.0,-7.0,-8.0,4.0,6596.0
Tennessee,2020-03-15,32,6829174,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Tennessee,-8.0,13.0,-2.0,-5.0,-7.0,3.0,7798.0
Louisiana,2020-05-06,30399,4648794,2167,66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-17.0,3.0,12.0,-28.0,-37.0,13.0,6518.0
Texas,2020-03-12,27,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Texas,11.0,26.0,48.0,1.0,-11.0,1.0,8711.0
Oregon,2020-04-14,1633,4217737,55,38,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oregon,-36.0,-12.0,42.0,-41.0,-48.0,17.0,4743.0
Illinois,2020-04-11,19180,12671821,677,104,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Illinois,-46.0,-1.0,10.0,-46.0,-38.0,14.0,3962.0
Virginia,2020-04-01,1483,8535519,34,135,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Virginia,-38.0,-12.0,-11.0,-50.0,-49.0,21.0,5430.0
Maryland,2020-05-08,30485,6045680,1560,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Maryland,-37.0,-14.0,-11.0,-51.0,-51.0,24.0,5993.0
Wyoming,2020-03-19,18,578759,0,25,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wyoming,-31.0,4.0,-27.0,-27.0,-29.0,14.0,4790.0
Washington,2020-02-06,1,7614893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7066.0
Arkansas,2020-02-03,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7482.0
Maine,2020-05-08,1374,1344212,63,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Maine,-29.0,-5.0,45.0,-38.0,-40.0,16.0,7908.0
Washington,2020-04-19,11978,7614893,636,41,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Washington,-37.0,-17.0,17.0,-47.0,-37.0,10.0,4597.0
District of Columbia,2020-01-26,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5087.0
North Dakota,2020-02-04,0,762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5100.0
Arizona,2020-03-06,2,7278717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,6.0,6.0,20.0,8.0,1.0,-1.0,8103.0
Vermont,2020-04-08,605,623989,23,16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Vermont,-50.0,-29.0,-1.0,-52.0,-56.0,23.0,6355.0
South Dakota,2020-02-08,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8241.0
California,2020-02-04,6,39512223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6370.0
Rhode Island,2020-02-25,0,1059361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,4.0,-3.0,18.0,5.0,2.0,0.0,5805.0
New York,2020-04-29,299691,26161672,23477,64,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New York,-56.0,-19.0,-27.0,-67.0,-58.0,25.0,3885.0
Kansas,2020-01-30,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6530.0
Nebraska,2020-04-12,791,1934408,17,95,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nebraska,-69.0,-47.0,-57.0,-45.0,-43.0,13.0,2933.0
Nevada,2020-04-21,3937,3080156,163,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-39.0,-14.0,-32.0,-50.0,-52.0,20.0,5582.0
Pennsylvania,2020-01-22,0,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6562.0
Georgia,2020-02-04,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8525.0
Alaska,2020-02-02,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5536.0
Texas,2020-03-11,21,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texas,12.0,14.0,49.0,4.0,-9.0,1.0,9016.0
South Carolina,2020-04-10,3067,5148714,72,48,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Carolina,-37.0,-5.0,-26.0,-40.0,-52.0,19.0,6242.0
Utah,2020-01-31,0,3205958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7196.0
American Samoa,2020-02-17,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Virginia,2020-03-17,67,8535519,2,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Virginia,-13.0,10.0,52.0,-25.0,-28.0,11.0,6655.0
Kansas,2020-01-22,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6290.0
Louisiana,2020-04-20,24523,4648794,1328,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-31.0,-11.0,-8.0,-41.0,-40.0,16.0,6020.0
Missouri,2020-03-05,0,6626371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,10.0,8.0,50.0,6.0,4.0,-1.0,7295.0
Nebraska,2020-02-04,0,1934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5849.0
Pennsylvania,2020-02-22,0,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,9.0,3.0,53.0,6.0,4.0,-1.0,7024.0
New Hampshire,2020-01-28,0,1359711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8587.0
Rhode Island,2020-03-26,165,1059361,0,7,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Rhode Island,-38.0,-11.0,139.0,-55.0,-45.0,19.0,4422.0
Colorado,2020-03-04,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,8.0,8.0,25.0,2.0,2.0,-1.0,7011.0
Wyoming,2020-03-04,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,9.0,12.0,7.0,10.0,3.0,-1.0,4716.0
Maryland,2020-05-01,23472,6045680,1080,26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Maryland,-34.0,-14.0,14.0,-51.0,-52.0,24.0,5521.0
Puerto Rico,2020-03-09,0,2933408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5566.0
Mississippi,2020-03-23,249,2976149,1,84,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Mississippi,-26.0,0.0,4.0,-19.0,-29.0,12.0,8322.0
Oklahoma,2020-04-11,1868,3956971,94,79,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oklahoma,-38.0,-1.0,-8.0,-27.0,-32.0,12.0,5388.0
Idaho,2020-01-28,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6624.0
Pennsylvania,2020-03-01,0,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,16.0,8.0,39.0,6.0,3.0,-1.0,5835.0
Oklahoma,2020-03-26,248,3956971,7,79,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Oklahoma,-29.0,-3.0,57.0,-16.0,-38.0,14.0,6673.0
South Dakota,2020-04-12,730,884659,6,68,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Dakota,-73.0,-50.0,-40.0,-56.0,-44.0,13.0,2649.0
Texas,2020-03-26,1563,28995881,21,256,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Texas,-38.0,-14.0,-2.0,-39.0,-45.0,20.0,6457.0
Guam,2020-02-19,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10277.0
Texas,2020-02-20,0,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,-1.0,-2.0,-13.0,-1.0,1.0,1.0,7773.0
South Carolina,2020-04-09,2793,5148714,67,48,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Carolina,-38.0,-8.0,-22.0,-32.0,-45.0,18.0,6444.0
Kentucky,2020-02-22,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,9.0,9.0,68.0,10.0,5.0,-2.0,8517.0
Guam,2020-02-18,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,12301.0
Washington,2020-03-30,4923,7614893,205,41,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Washington,-45.0,-23.0,-26.0,-60.0,-56.0,21.0,5954.0
Alabama,2020-04-24,6026,4903185,209,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Alabama,-26.0,-4.0,22.0,-26.0,-39.0,16.0,8094.0
Ohio,2020-03-17,67,11689100,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Ohio,-25.0,11.0,27.0,-10.0,-25.0,10.0,6686.0
Vermont,2020-02-20,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,7.0,2.0,2.0,7.0,-1.0,1.0,10813.0
Oregon,2020-02-26,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,11.0,6.0,51.0,6.0,2.0,-1.0,6226.0
New Mexico,2020-04-20,1971,2096829,58,35,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Mexico,-30.0,-9.0,1.0,-30.0,-45.0,16.0,5053.0
Wyoming,2020-02-27,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,9.0,7.0,4.0,9.0,2.0,-1.0,4855.0
Kansas,2020-03-01,0,2913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,24.0,13.0,90.0,17.0,4.0,-2.0,5659.0
Kentucky,2020-04-28,4375,4467673,225,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-21.0,1.0,69.0,-22.0,-43.0,9.0,6301.0
North Carolina,2020-04-26,8997,10488084,324,102,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Carolina,-35.0,-11.0,10.0,-50.0,-35.0,9.0,5989.0
North Carolina,2020-02-19,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,2.0,4.0,-9.0,3.0,2.0,0.0,8198.0
District of Columbia,2020-02-09,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4685.0
New Jersey,2020-03-04,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,8.0,7.0,36.0,2.0,2.0,-1.0,5290.0
Guam,2020-04-15,135,164229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5592.0
Kentucky,2020-04-25,3915,4467673,205,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-35.0,-5.0,26.0,-31.0,-30.0,11.0,5649.0
New Mexico,2020-02-04,0,2096829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6343.0
Colorado,2020-01-28,0,5758736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7470.0
New Hampshire,2020-03-21,61,1359711,0,12,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,New Hampshire,-39.0,-2.0,37.0,-31.0,-24.0,11.0,6191.0
American Samoa,2020-04-11,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
California,2020-05-04,55884,39512223,2278,60,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-44.0,-10.0,-17.0,-48.0,-47.0,19.0,5140.0
Ohio,2020-01-23,0,11689100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6996.0
Arkansas,2020-03-01,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,18.0,12.0,21.0,11.0,3.0,-2.0,6985.0
Vermont,2020-02-14,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9865.0
North Carolina,2020-02-22,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,3.0,-4.0,30.0,4.0,3.0,0.0,9131.0
Iowa,2020-02-28,0,3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,11.0,11.0,15.0,6.0,5.0,-3.0,6864.0
Vermont,2020-03-11,1,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vermont,3.0,5.0,-4.0,2.0,-1.0,1.0,9674.0
Washington,2020-03-06,78,7614893,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,-2.0,2.0,13.0,-12.0,-8.0,3.0,7093.0
Indiana,2020-02-14,0,6732219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7584.0
Arizona,2020-04-08,2726,7278717,89,17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Arizona,-39.0,-16.0,-27.0,-41.0,-49.0,18.0,6454.0
Mississippi,2020-01-28,0,2976149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9350.0
Idaho,2020-03-28,234,1787065,4,46,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Idaho,-47.0,-17.0,13.0,-29.0,-31.0,12.0,4724.0
