,Unnamed: 0,state,date,cases,deaths,population,emergdec,schoolclose,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict1000,gathrestrict100,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,home_time,percentage,full_time,part_time,non_home_time,distance,cases_nom,deaths_nom,cases_nom_pct2,cases_nom_pct5,deaths_nom_pct2,deaths_nom_pct5,residential_pct10
0,0,Alabama,2020-01-22,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,704.0,64.0,0.835616438,1.333333333,341.0,9297.0,0.0,0.0,,,,,
1,1,Alabama,2020-01-23,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,717.0,65.0,0.772727273,1.218181818,338.0,9057.0,0.0,0.0,,,,,
2,2,Alabama,2020-01-24,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,663.0,63.0,0.7777777779999999,1.333333333,349.0,9247.0,0.0,0.0,,,,,
3,3,Alabama,2020-01-25,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,811.0,80.0,0.14285714300000002,0.533333333,176.0,9830.0,0.0,0.0,,,,,
4,4,Alabama,2020-01-26,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,910.0,85.0,0.12,0.446808511,143.0,7953.0,0.0,0.0,,,,,
5,5,Alabama,2020-01-27,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,727.0,65.0,0.80952381,1.235294118,343.0,8901.0,0.0,0.0,,,,,
6,6,Alabama,2020-01-28,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,708.0,64.0,0.837837838,1.292682927,352.0,9010.0,0.0,0.0,,,,,
7,7,Alabama,2020-01-29,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,719.0,64.0,0.842105263,1.333333333,356.0,9036.0,0.0,0.0,,,,,
8,8,Alabama,2020-01-30,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,700.0,64.0,0.833333333,1.380952381,358.0,9175.0,0.0,0.0,,,,,
9,9,Alabama,2020-01-31,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,664.0,63.0,0.8,1.45,358.0,9342.0,0.0,0.0,,,,,
10,10,Alabama,2020-02-01,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,772.0,82.0,0.144144144,0.452380952,144.0,9291.0,0.0,0.0,,,,,
11,11,Alabama,2020-02-02,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,862.0,86.0,0.075757576,0.347826087,126.0,7493.0,0.0,0.0,,,,,
12,12,Alabama,2020-02-03,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,693.0,67.0,0.551020408,0.945945946,266.0,8547.0,0.0,0.0,,,,,
13,13,Alabama,2020-02-04,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,709.0,66.0,0.632911392,1.0,294.0,8523.0,0.0,0.0,,,,,
14,14,Alabama,2020-02-05,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,750.0,69.0,0.565217391,0.97826087,278.0,8485.0,0.0,0.0,,,,,
15,15,Alabama,2020-02-06,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,738.0,70.0,0.47826087,0.872340426,259.0,8636.0,0.0,0.0,,,,,
16,16,Alabama,2020-02-07,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,608.0,65.0,0.523809524,0.928571429,284.0,9098.0,0.0,0.0,,,,,
17,17,Alabama,2020-02-08,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,739.0,80.0,0.121212121,0.461538462,154.0,9488.0,0.0,0.0,,,,,
18,18,Alabama,2020-02-09,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,837.0,85.0,0.073529412,0.382352941,129.0,7700.0,0.0,0.0,,,,,
19,19,Alabama,2020-02-10,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,701.0,67.0,0.590909091,0.894736842,267.0,8621.0,0.0,0.0,,,,,
20,20,Alabama,2020-02-11,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,736.0,68.0,0.56,1.066666667,288.0,8481.0,0.0,0.0,,,,,
21,21,Alabama,2020-02-12,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,704.0,66.0,0.6779661020000001,1.105263158,309.0,8377.0,0.0,0.0,,,,,
22,22,Alabama,2020-02-13,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,662.0,66.0,0.527027027,0.984848485,284.0,8610.0,0.0,0.0,,,,,
23,23,Alabama,2020-02-14,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,603.0,63.0,0.588235294,1.125,295.0,9289.0,0.0,0.0,,,,,
24,24,Alabama,2020-02-15,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,39.0,7.0,2.0,-1.0,,,,,,,,,708.0,78.0,0.146341463,0.5,167.0,10162.0,0.0,0.0,,,,,
25,25,Alabama,2020-02-16,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.0,-7.0,3.0,-1.0,1.0,,,,,,,,,811.0,84.0,0.074074074,0.362068966,136.0,8235.0,0.0,0.0,,,,,
26,26,Alabama,2020-02-17,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,17.0,7.0,-17.0,4.0,,,,,,,,,723.0,71.0,0.333333333,0.696969697,207.0,9169.0,0.0,0.0,,,,,
27,27,Alabama,2020-02-18,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,-3.0,-11.0,-1.0,1.0,2.0,,,,,,,,,727.0,66.0,0.7333333329999999,1.1,315.0,8818.0,0.0,0.0,,,,,
28,28,Alabama,2020-02-19,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,6.0,4.0,1.0,0.0,,,,,,,,,669.0,66.0,0.589041096,0.989247312,293.0,8627.0,0.0,0.0,,,,,
29,29,Alabama,2020-02-20,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,-6.0,-25.0,-1.0,0.0,3.0,,,,,,,,,682.0,65.0,0.666666667,1.04,302.0,8876.0,0.0,0.0,,,,,
30,30,Alabama,2020-02-21,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,12.0,9.0,1.0,0.0,,,,,,,,,605.0,63.0,0.628205128,1.142857143,311.0,9350.0,0.0,0.0,,,,,
31,31,Alabama,2020-02-22,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,46.0,13.0,6.0,-1.0,,,,,,,,,708.0,76.0,0.176470588,0.568181818,181.0,9986.0,0.0,0.0,,,,,
32,32,Alabama,2020-02-23,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,24.0,16.0,2.0,0.0,,,,,,,,,823.0,83.0,0.102040816,0.425,141.0,8090.0,0.0,0.0,,,,,
33,33,Alabama,2020-02-24,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-3.0,-13.0,2.0,-2.0,2.0,,,,,,,,,688.0,66.0,0.587301587,0.887323944,273.0,8816.0,0.0,0.0,,,,,
34,34,Alabama,2020-02-25,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,27.0,7.0,-1.0,0.0,,,,,,,,,560.0,79.0,0.133333333,0.272727273,82.0,9298.0,0.0,0.0,,,,,-1.0
35,35,Alabama,2020-02-26,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,5.0,7.0,11.0,0.0,-1.0,,,,,,,,,627.0,65.0,0.571428571,1.15625,273.0,9106.0,0.0,0.0,,,,,-2.0
36,36,Alabama,2020-02-27,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,6.0,14.0,9.0,2.0,-1.0,,,,,,,,,633.0,63.0,0.7,1.2,301.0,9207.0,0.0,0.0,,,,,-1.25
37,37,Alabama,2020-02-28,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,6.0,20.0,10.0,1.0,-1.0,,,,,,,,,592.0,62.0,0.636363636,1.227272727,317.0,9168.0,0.0,0.0,,,,,-1.5
38,38,Alabama,2020-02-29,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,10.0,55.0,20.0,5.0,-3.0,,,,,,,,,698.0,76.0,0.16438356199999998,0.588235294,188.0,10004.0,0.0,0.0,,,,,-inf
39,39,Alabama,2020-03-01,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,10.0,53.0,21.0,4.0,-2.0,,,,,,,,,823.0,85.0,0.076388889,0.363636364,128.0,7714.0,0.0,0.0,,,,,-1.6666666666666665
40,40,Alabama,2020-03-02,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,-2.0,5.0,2.0,0.0,,,,,,,,,682.0,67.0,0.545454545,0.857142857,253.0,8282.0,0.0,0.0,,,,,
41,41,Alabama,2020-03-03,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,15.0,33.0,5.0,2.0,-1.0,,,,,,,,,647.0,64.0,0.666666667,1.083333333,267.0,8096.0,0.0,0.0,,,,,0.0
42,42,Alabama,2020-03-04,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,-8.0,2.0,0.0,1.0,,,,,,,,,677.0,66.0,0.592592593,0.916666667,274.0,8322.0,0.0,0.0,,,,,inf
43,43,Alabama,2020-03-05,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,6.0,0.0,4.0,2.0,1.0,,,,,,,,,647.0,64.0,0.636363636,1.0555555559999998,287.0,8582.0,0.0,0.0,,,,,-0.5
44,44,Alabama,2020-03-06,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,4.0,29.0,10.0,2.0,-1.0,,,,,,,,,583.0,62.0,0.636363636,1.2,307.0,9181.0,0.0,0.0,,,,,-inf
45,45,Alabama,2020-03-07,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,8.0,63.0,18.0,7.0,-2.0,,,,,,,,,670.0,74.0,0.176470588,0.606557377,200.0,10117.0,0.0,0.0,,,,,1.0
46,46,Alabama,2020-03-08,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,8.0,55.0,20.0,3.0,-1.0,,,,,,,,,771.0,82.0,0.090909091,0.425531915,146.0,8018.0,0.0,0.0,,,,,0.0
47,47,Alabama,2020-03-09,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.0,45.0,9.0,2.0,-1.0,,,,,,,,,651.0,64.0,0.583333333,1.0,286.0,8729.0,0.0,0.0,,,,,0.0
48,48,Alabama,2020-03-10,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,8.0,21.0,4.0,1.0,0.0,,,,,,,,,680.0,65.0,0.615384615,1.0,292.0,8768.0,0.0,0.0,,,,,-1.0
49,49,Alabama,2020-03-11,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.0,27.0,7.0,1.0,-1.0,,,,,,,,,689.0,64.0,0.6875,1.184210526,321.0,8624.0,0.0,0.0,,,,,-0.5
50,50,Alabama,2020-03-12,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,22.0,43.0,8.0,1.0,-1.0,,,,,,,,,635.0,64.0,0.553846154,1.0,293.0,8570.0,0.0,0.0,,,,,-inf
51,51,Alabama,2020-03-13,5,0,4903185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,32.0,26.0,7.0,-2.0,0.0,,,,,,,,,605.0,63.0,0.5555555560000001,1.03164557,288.0,9115.0,1.019745328801585e-06,0.0,inf,inf,inf,inf,-1.0
52,52,Alabama,2020-03-14,7,0,4903185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,28.0,55.0,12.0,4.0,0.0,,,,,,,,,744.0,80.0,0.08219178099999999,0.333333333,154.0,8643.0,1.4276434603222192e-06,0.0,inf,inf,inf,inf,-1.0
53,53,Alabama,2020-03-15,11,0,4903185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,16.0,16.0,6.0,-4.0,2.0,,,,,,,,,855.0,87.0,0.037656904,0.204545455,100.0,7473.0,2.243439723363487e-06,0.0,1.2000000000000002,inf,1.2000000000000002,inf,1.0
54,54,Alabama,2020-03-16,29,0,4903185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,24.0,22.0,2.0,-10.0,4.0,,,,,,,,,730.0,71.0,0.266666667,0.52892562,196.0,8692.0,5.914522907049193e-06,0.0,3.1428571428571423,inf,3.1428571428571423,inf,-5.0
55,55,Alabama,2020-03-17,39,0,4903185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,17.0,25.0,-1.0,-17.0,7.0,,,,,,,,,752.0,74.0,0.25,0.466666667,173.0,8638.0,7.954013564652364e-06,0.0,2.545454545454546,inf,2.545454545454546,inf,-4.5
56,56,Alabama,2020-03-18,51,0,4903185.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0,13.0,39.0,-3.0,-22.0,8.0,,,,,,,,,761.0,76.0,0.2,0.406976744,157.0,8553.0,1.0401402353776167e-05,0.0,0.7586206896551724,9.2,0.7586206896551724,9.2,-9.0
57,57,Alabama,2020-03-19,78,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,15.0,27.0,-8.0,-25.0,10.0,,,,,,,,,741.0,77.0,0.197183099,0.391304348,141.0,8461.0,1.5908027129304727e-05,0.0,1.0,10.142857142857142,1.0,10.142857142857142,-11.0
58,58,Alabama,2020-03-20,106,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.0,10.0,7.0,-14.0,-29.0,14.0,,,,,,,,,634.0,81.0,0.125,0.28440367,90.0,8573.0,2.1618600970593604e-05,0.0,1.0784313725490198,8.636363636363637,1.0784313725490198,8.636363636363637,inf
59,59,Alabama,2020-03-21,131,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,5.0,10.0,-13.0,-16.0,8.0,,,,,,,,,625.0,94.0,0.030769231,0.105263158,31.0,7452.0,2.671732761460153e-05,0.0,0.6794871794871795,3.517241379310345,0.6794871794871795,3.517241379310345,-9.0
60,60,Alabama,2020-03-22,157,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.0,-7.0,2.0,-22.0,-27.0,9.0,,,,,,,,,786.0,94.0,0.029411765,0.111111111,40.0,6149.0,3.202000332436977e-05,0.0,0.4811320754716981,3.0256410256410255,0.4811320754716981,3.0256410256410255,-10.0
61,61,Alabama,2020-03-23,196,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,,,,,,,,,799.0,84.0,0.14285714300000002,0.263157895,91.0,8326.0,3.9974016889022137e-05,0.0,0.4961832061068703,2.8431372549019613,0.4961832061068703,2.8431372549019613,inf
62,62,Alabama,2020-03-24,242,0,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.0,-5.0,4.0,-18.0,-34.0,15.0,,,,,,,,,800.0,84.0,0.10989011,0.236842105,94.0,7775.0,4.935567391399672e-05,0.0,0.5414012738853504,2.1025641025641026,0.5414012738853504,2.1025641025641026,inf
63,63,Alabama,2020-03-25,381,1,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.0,-4.0,36.0,-15.0,-36.0,13.0,,,,,,,,,789.0,80.0,0.153846154,0.330097087,127.0,8108.0,7.770459405468079e-05,2.0394906576031702e-07,0.9438775510204083,2.5943396226415096,0.9438775510204083,2.5943396226415096,5.5
64,64,Alabama,2020-03-26,517,1,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-3.0,32.0,-19.0,-36.0,14.0,,,,,,,,,798.0,81.0,0.148148148,0.324675325,119.0,8200.0,0.0001054416669980839,2.0394906576031702e-07,1.1363636363636362,2.9465648854961835,1.1363636363636362,2.9465648854961835,2.5
65,65,Alabama,2020-03-27,587,4,4903185.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-2.0,30.0,-24.0,-37.0,16.0,,,,,,,,,817.0,82.0,0.121212121,0.304347826,119.0,7983.0,0.00011971810160130608,8.157962630412681e-07,0.5406824146981626,2.738853503184713,0.5406824146981626,2.738853503184713,1.2857142857142856
66,66,Alabama,2020-03-28,694,4,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-2.0,22.0,-25.0,-22.0,9.0,,,,,,,,,922.0,91.0,0.04,0.153846154,68.0,7059.0,0.00014154065163766001,8.157962630412681e-07,0.34235976789168276,2.5408163265306123,0.34235976789168276,2.5408163265306123,0.125
67,67,Alabama,2020-03-29,825,10,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.0,-13.0,19.0,-30.0,-32.0,9.0,,,,,,,,,1020.0,95.0,0.032258065,0.111111111,41.0,6068.0,0.00016825797925226155,2.03949065760317e-06,0.40545144804088595,2.409090909090909,0.40545144804088595,2.409090909090909,-0.09999999999999998
68,68,Alabama,2020-03-30,899,10,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-10.0,10.0,-25.0,-38.0,14.0,,,,,,,,,800.0,85.0,0.139130435,0.272727273,88.0,5320.0,0.000183350210118525,2.03949065760317e-06,0.29538904899135443,1.3595800524934383,0.29538904899135443,1.3595800524934383,0.0
69,69,Alabama,2020-03-31,987,23,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,,,,,,,,,831.0,88.0,0.132352941,0.2375,70.0,6680.0,0.0002012977279054329,4.690828512487291e-06,0.1963636363636363,0.909090909090909,0.1963636363636363,0.909090909090909,1.125
70,70,Alabama,2020-04-01,1060,27,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,5.0,19.0,-20.0,-39.0,14.0,,,,,,,,,841.0,90.0,0.126984127,0.246153846,65.0,6821.0,0.00021618600970593603,5.506624775528559e-06,0.17908787541713012,0.8057921635434413,0.17908787541713012,0.8057921635434413,0.5555555555555556
71,71,Alabama,2020-04-02,1233,32,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.0,3.0,12.0,-25.0,-39.0,16.0,,,,,,,,,842.0,89.0,0.120218579,0.25,72.0,6303.0,0.0002514691980824709,6.5263701043301445e-06,0.2492401215805471,0.776657060518732,0.2492401215805471,0.776657060518732,0.1428571428571428
72,72,Alabama,2020-04-03,1495,38,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.0,12.0,17.0,-29.0,-40.0,16.0,,,,,,,,,834.0,88.0,0.121212121,0.271428571,80.0,6214.0,0.00030490385331167396,7.750064498892047e-06,0.4103773584905661,0.812121212121212,0.4103773584905661,0.812121212121212,0.06666666666666665
73,73,Alabama,2020-04-04,1614,44,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.0,8.0,4.0,-33.0,-26.0,11.0,,,,,,,,,965.0,94.0,0.043956044000000014,0.151898734,46.0,6253.0,0.00032917379213715165,8.973758893453948e-06,0.3090024330900243,0.7953281423804226,0.3090024330900243,0.7953281423804226,-0.15384615384615385
74,74,Alabama,2020-04-05,1765,45,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,,,,,,,,,1102.0,98.0,0.025641026,0.08490566,20.0,5450.0,0.00035997010106695953,9.177707959214266e-06,0.1806020066889631,0.7882472137791288,0.1806020066889631,0.7882472137791288,-0.1428571428571429
75,75,Alabama,2020-04-06,1952,49,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.0,-10.0,3.0,-29.0,-41.0,16.0,,,,,,,,,873.0,92.0,0.125,0.233009709,52.0,4857.0,0.0003981085763641388,9.993504222255534e-06,0.20941759603469645,0.8415094339622642,0.20941759603469645,0.8415094339622642,0.0
76,76,Alabama,2020-04-07,2169,64,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,,,,,,,,,880.0,93.0,0.111111111,0.209677419,45.0,5918.0,0.0004423655236341276,1.3052740208660289e-05,0.22889518413597743,0.7591240875912408,0.22889518413597743,0.7591240875912408,1.0
77,77,Alabama,2020-04-08,2328,66,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,,,,,,,,,877.0,92.0,0.107692308,0.210526316,51.0,6040.0,0.00047479342509001803,1.3460638340180924e-05,0.19262295081967218,0.557190635451505,0.19262295081967218,0.557190635451505,0.8888888888888888
78,78,Alabama,2020-04-09,2703,70,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,-4.0,5.0,-31.0,-43.0,18.0,,,,,,,,,855.0,90.0,0.116883117,0.238095238,62.0,5935.0,0.0005512743247501369,1.4276434603222192e-05,0.24619640387275243,0.6747211895910781,0.24619640387275243,0.6747211895910781,0.2857142857142858
79,79,Alabama,2020-04-10,2947,80,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.0,-4.0,4.0,-37.0,-48.0,20.0,,,,,,,,,870.0,91.0,0.083333333,0.216216216,64.0,6213.0,0.0006010378967956542,1.631592526082536e-05,0.26589347079037795,0.6696883852691218,0.26589347079037795,0.6696883852691218,0.17647058823529416
80,80,Alabama,2020-04-11,3217,92,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.0,3.0,11.0,-35.0,-29.0,10.0,,,,,,,,,956.0,93.0,0.042424242,0.156716418,53.0,6556.0,0.0006561041445509398,1.8763314049949166e-05,0.19015908250092495,0.6480532786885245,0.19015908250092495,0.6480532786885245,-0.2857142857142857
81,81,Alabama,2020-04-12,3563,93,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,,3470.0,75.98802021,21583.0,437.0,2.610159978,460.3001516,12.26494527,1105.0,99.0,0.024390244,0.08097166,10.0,5362.0,0.0007266705213040095,1.8967263115709484e-05,0.20902612826603328,0.6426924850161364,0.20902612826603328,0.6426924850161364,-0.1875
82,82,Alabama,2020-04-13,3734,99,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,,3635.0,79.63493333293523,29182.0,457.0,2.6513122656668453,622.3638523089759,12.23888591322978,844.0,91.0,0.102040816,0.208333333,58.0,4280.0,0.0007615458115490237,2.0190957510271383e-05,0.16070873484613002,0.6039518900343641,0.16070873484613002,0.6039518900343641,-0.0625
83,83,Alabama,2020-04-14,3953,114,4903185.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-8.0,3.0,-27.0,-40.0,16.0,,3839.0,84.30554137,33117.0,493.0,2.8838856560000004,706.2855081,12.4715406,899.0,90.0,0.139130435,0.259259259,72.0,6201.0,0.0008062106569505332,2.325019349667614e-05,0.10945832163906832,0.46244913059563464,0.10945832163906832,0.46244913059563464,0.4545454545454546
