,state,date,cases,deaths,population,emergdec,schoolclose,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict1000,gathrestrict100,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,home_time,percentage,full_time,part_time,non_home_time,distance
0,Alabama,2020/1/22,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,704,64,0.835616438,1.333333333,341,9297
1,Alabama,2020/1/23,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,717,65,0.772727273,1.218181818,338,9057
2,Alabama,2020/1/24,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,663,63,0.777777778,1.333333333,349,9247
3,Alabama,2020/1/25,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,811,80,0.142857143,0.533333333,176,9830
4,Alabama,2020/1/26,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,910,85,0.12,0.446808511,143,7953
5,Alabama,2020/1/27,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,727,65,0.80952381,1.235294118,343,8901
6,Alabama,2020/1/28,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,708,64,0.837837838,1.292682927,352,9010
7,Alabama,2020/1/29,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,719,64,0.842105263,1.333333333,356,9036
8,Alabama,2020/1/30,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,700,64,0.833333333,1.380952381,358,9175
9,Alabama,2020/1/31,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,664,63,0.8,1.45,358,9342
10,Alabama,2020/2/1,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,772,82,0.144144144,0.452380952,144,9291
11,Alabama,2020/2/2,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,862,86,0.075757576,0.347826087,126,7493
12,Alabama,2020/2/3,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,693,67,0.551020408,0.945945946,266,8547
13,Alabama,2020/2/4,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,709,66,0.632911392,1,294,8523
14,Alabama,2020/2/5,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,750,69,0.565217391,0.97826087,278,8485
15,Alabama,2020/2/6,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,738,70,0.47826087,0.872340426,259,8636
16,Alabama,2020/2/7,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,608,65,0.523809524,0.928571429,284,9098
17,Alabama,2020/2/8,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,739,80,0.121212121,0.461538462,154,9488
18,Alabama,2020/2/9,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,837,85,0.073529412,0.382352941,129,7700
19,Alabama,2020/2/10,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,701,67,0.590909091,0.894736842,267,8621
20,Alabama,2020/2/11,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,736,68,0.56,1.066666667,288,8481
21,Alabama,2020/2/12,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,704,66,0.677966102,1.105263158,309,8377
22,Alabama,2020/2/13,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,662,66,0.527027027,0.984848485,284,8610
23,Alabama,2020/2/14,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,603,63,0.588235294,1.125,295,9289
24,Alabama,2020/2/15,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,39,7,2,-1,708,78,0.146341463,0.5,167,10162
25,Alabama,2020/2/16,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,3,-1,1,811,84,0.074074074,0.362068966,136,8235
26,Alabama,2020/2/17,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,7,-17,4,723,71,0.333333333,0.696969697,207,9169
27,Alabama,2020/2/18,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,-11,-1,1,2,727,66,0.733333333,1.1,315,8818
28,Alabama,2020/2/19,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,4,1,0,669,66,0.589041096,0.989247312,293,8627
29,Alabama,2020/2/20,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-6,-25,-1,0,3,682,65,0.666666667,1.04,302,8876
30,Alabama,2020/2/21,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,1,0,605,63,0.628205128,1.142857143,311,9350
31,Alabama,2020/2/22,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,46,13,6,-1,708,76,0.176470588,0.568181818,181,9986
32,Alabama,2020/2/23,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,16,2,0,823,83,0.102040816,0.425,141,8090
33,Alabama,2020/2/24,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-13,2,-2,2,688,66,0.587301587,0.887323944,273,8816
34,Alabama,2020/2/25,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,27,7,-1,0,560,79,0.133333333,0.272727273,82,9298
35,Alabama,2020/2/26,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7,11,0,-1,627,65,0.571428571,1.15625,273,9106
36,Alabama,2020/2/27,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,9,2,-1,633,63,0.7,1.2,301,9207
37,Alabama,2020/2/28,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,10,1,-1,592,62,0.636363636,1.227272727,317,9168
38,Alabama,2020/2/29,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,55,20,5,-3,698,76,0.164383562,0.588235294,188,10004
39,Alabama,2020/3/1,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,53,21,4,-2,823,85,0.076388889,0.363636364,128,7714
40,Alabama,2020/3/2,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,-2,5,2,0,682,67,0.545454545,0.857142857,253,8282
41,Alabama,2020/3/3,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,33,5,2,-1,647,64,0.666666667,1.083333333,267,8096
42,Alabama,2020/3/4,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-8,2,0,1,677,66,0.592592593,0.916666667,274,8322
43,Alabama,2020/3/5,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,2,1,647,64,0.636363636,1.055555556,287,8582
44,Alabama,2020/3/6,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,29,10,2,-1,583,62,0.636363636,1.2,307,9181
45,Alabama,2020/3/7,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,63,18,7,-2,670,74,0.176470588,0.606557377,200,10117
46,Alabama,2020/3/8,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,55,20,3,-1,771,82,0.090909091,0.425531915,146,8018
47,Alabama,2020/3/9,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,45,9,2,-1,651,64,0.583333333,1,286,8729
48,Alabama,2020/3/10,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,4,1,0,680,65,0.615384615,1,292,8768
49,Alabama,2020/3/11,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,27,7,1,-1,689,64,0.6875,1.184210526,321,8624
50,Alabama,2020/3/12,0,0,4903185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,43,8,1,-1,635,64,0.553846154,1,293,8570
51,Alabama,2020/3/13,5,0,4903185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,26,7,-2,0,605,63,0.555555556,1.03164557,288,9115
52,Alabama,2020/3/14,7,0,4903185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,55,12,4,0,744,80,0.082191781,0.333333333,154,8643
53,Alabama,2020/3/15,11,0,4903185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,16,16,6,-4,2,855,87,0.037656904,0.204545455,100,7473
54,Alabama,2020/3/16,29,0,4903185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,24,22,2,-10,4,730,71,0.266666667,0.52892562,196,8692
55,Alabama,2020/3/17,39,0,4903185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,17,25,-1,-17,7,752,74,0.25,0.466666667,173,8638
56,Alabama,2020/3/18,51,0,4903185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,13,39,-3,-22,8,761,76,0.2,0.406976744,157,8553
57,Alabama,2020/3/19,78,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,15,27,-8,-25,10,741,77,0.197183099,0.391304348,141,8461
58,Alabama,2020/3/20,106,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,10,7,-14,-29,14,634,81,0.125,0.28440367,90,8573
59,Alabama,2020/3/21,131,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,5,10,-13,-16,8,625,94,0.030769231,0.105263158,31,7452
60,Alabama,2020/3/22,157,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-7,2,-22,-27,9,786,94,0.029411765,0.111111111,40,6149
61,Alabama,2020/3/23,196,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-6,-11,-22,-33,14,799,84,0.142857143,0.263157895,91,8326
62,Alabama,2020/3/24,242,0,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-5,4,-18,-34,15,800,84,0.10989011,0.236842105,94,7775
63,Alabama,2020/3/25,381,1,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,-4,36,-15,-36,13,789,80,0.153846154,0.330097087,127,8108
64,Alabama,2020/3/26,517,1,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-3,32,-19,-36,14,798,81,0.148148148,0.324675325,119,8200
65,Alabama,2020/3/27,587,4,4903185,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-2,30,-24,-37,16,817,82,0.121212121,0.304347826,119,7983
66,Alabama,2020/3/28,694,4,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-2,22,-25,-22,9,922,91,0.04,0.153846154,68,7059
67,Alabama,2020/3/29,825,10,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,-13,19,-30,-32,9,1020,95,0.032258065,0.111111111,41,6068
68,Alabama,2020/3/30,899,10,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-10,10,-25,-38,14,800,85,0.139130435,0.272727273,88,5320
69,Alabama,2020/3/31,987,23,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-11,-23,-26,-40,17,831,88,0.132352941,0.2375,70,6680
70,Alabama,2020/4/1,1060,27,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,5,19,-20,-39,14,841,90,0.126984127,0.246153846,65,6821
71,Alabama,2020/4/2,1233,32,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,3,12,-25,-39,16,842,89,0.120218579,0.25,72,6303
72,Alabama,2020/4/3,1495,38,4903185,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,12,17,-29,-40,16,834,88,0.121212121,0.271428571,80,6214
73,Alabama,2020/4/4,1614,44,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,8,4,-33,-26,11,965,94,0.043956044,0.151898734,46,6253
74,Alabama,2020/4/5,1765,45,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,-18,-1,-40,-36,12,1102,98,0.025641026,0.08490566,20,5450
75,Alabama,2020/4/6,1952,49,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-10,3,-29,-41,16,873,92,0.125,0.233009709,52,4857
76,Alabama,2020/4/7,2169,64,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,-11,-15,-31,-42,18,880,93,0.111111111,0.209677419,45,5918
77,Alabama,2020/4/8,2328,66,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-9,-1,-30,-43,17,877,92,0.107692308,0.210526316,51,6040
78,Alabama,2020/4/9,2703,70,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-4,5,-31,-43,18,855,90,0.116883117,0.238095238,62,5935
79,Alabama,2020/4/10,2947,80,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-4,4,-37,-48,20,870,91,0.083333333,0.216216216,64,6213
80,Alabama,2020/4/11,3217,92,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,3,11,-35,-29,10,956,93,0.042424242,0.156716418,53,6556
81,Alabama,2020/4/12,3563,93,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,-47,-50,-51,-45,13,1105,99,0.024390244,0.08097166,10,5362
82,Alabama,2020/4/13,3734,99,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-11,-3,-29,-41,15,844,91,0.102040816,0.208333333,58,4280
83,Alabama,2020/4/14,3953,114,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-8,3,-27,-40,16,899,90,0.139130435,0.259259259,72,6201
84,Alabama,2020/4/15,4075,118,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,-2,10,-24,-40,15,885,89,0.133333333,0.272727273,84,6925
85,Alabama,2020/4/16,4345,133,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-3,7,-27,-39,16,870,88,0.135135135,0.28,90,6523
86,Alabama,2020/4/17,4571,148,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,-8,19,-30,-40,17,870,86,0.128571429,0.304347826,103,6726
87,Alabama,2020/4/18,4712,153,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-5,12,-26,-24,9,973,93,0.045454545,0.16,64,6643
88,Alabama,2020/4/19,4888,157,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,-24,-44,-45,-37,12,1137,98,0.02,0.050847458,17,6274
89,Alabama,2020/4/20,5079,163,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,-6,13,-25,-39,14,834,90,0.113924051,0.235294118,71,5666
90,Alabama,2020/4/21,5317,183,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,-4,18,-23,-38,15,818,85,0.11409396,0.270114943,90,6217
91,Alabama,2020/4/22,5593,196,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,-3,13,-22,-40,15,822,86,0.147058824,0.291666667,90,6885
92,Alabama,2020/4/23,5832,202,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-13,-31,-33,-42,20,846,89,0.134408602,0.23880597,63,6814
93,Alabama,2020/4/24,6026,209,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-4,22,-26,-39,16,809,83,0.142857143,0.328358209,110,7071
94,Alabama,2020/4/25,6026,209,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-3,17,-23,-23,9,909,91,0.05,0.185185185,71,6974
95,Alabama,2020/4/26,6421,219,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-7,15,-29,-31,8,1006,94,0.04,0.138888889,50,6369
96,Alabama,2020/4/27,6539,228,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,-4,20,-21,-37,14,821,85,0.141025641,0.294117647,97,5997
97,Alabama,2020/4/28,6750,242,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,-2,22,-20,-37,8,806,82,0.159090909,0.333333333,105,6754
98,Alabama,2020/4/29,6912,256,4903185,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,-4,-11,-24,-39,16,812,86,0.126984127,0.25862069,82,6927
99,Alabama,2020/4/30,7088,272,4903185,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,3,15,-18,-37,14,760,80,0.166666667,0.358695652,119,6873
100,Alabama,2020/5/1,7294,289,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,6,39,-17,-36,13,783,83,0.12,0.333333333,117,7140
101,Alabama,2020/5/2,7611,288,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,8,61,-11,-20,6,845,88,0.057142857,0.232142857,89,6968
102,Alabama,2020/5/3,7888,290,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,4,52,-18,-27,6,976,93,0.04,0.152941176,63,6575
103,Alabama,2020/5/4,8112,298,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,6,25,-15,-33,11,813,85,0.171597633,0.333333333,102,5829
104,Alabama,2020/5/5,8437,315,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,9,16,-14,-33,12,810,84,0.169230769,0.336538462,109,6683
105,Alabama,2020/5/6,8691,343,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,8,33,-11,-34,12,800,82,0.2,0.384615385,116,7088
106,Alabama,2020/5/7,9046,369,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,8,33,-12,-34,12,782,81,0.184615385,0.387959866,125,7309
107,Alabama,2020/5/8,9385,383,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,1,-1,-17,-35,15,797,82,0.16,0.344262295,116,7201
108,Alabama,2020/5/9,9668,390,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,20,39,-3,-18,5,845,87,0.055555556,0.238095238,100,7559
109,Alabama,2020/5/10,9889,393,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13,53,-10,-23,4,927,88,0.038461538,0.230769231,100,7265
110,Alabama,2020/5/11,10164,403,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,1,33,-8,-31,10,793,80,0.208333333,0.395348837,129,1772
111,Alabama,2020/5/12,10464,435,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,4,28,-9,-30,11,785,79,0.222222222,0.44,142,1830
112,Alabama,2020/5/13,10700,450,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,46,-8,-31,10,774,78,0.185770751,0.419354839,152,1855
113,Alabama,2020/5/14,11101,473,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,5,38,-11,-31,11,772,77,0.205882353,0.452380952,155,1898
114,Alabama,2020/5/15,11373,483,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,1,46,-12,-32,11,744,76,0.194444444,0.458333333,167,2043
115,Alabama,2020/5/16,11674,485,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,8,71,-4,-14,4,786,83,0.066666667,0.285714286,129,2302
116,Alabama,2020/5/17,11771,488,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-1,30,-12,-21,6,900,91,0.037037037,0.162790698,71,2153
117,Alabama,2020/5/18,12086,489,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,1,16,-12,-29,10,777,80,0.186046512,0.381818182,129,1811
118,Alabama,2020/5/19,12376,504,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,6,35,-10,-28,10,770,78,0.214285714,0.452830189,153,1964
119,Alabama,2020/5/20,13052,522,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,7,44,-4,-30,9,761,77,0.212121212,0.456790123,162,1959
120,Alabama,2020/5/21,13288,529,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,9,40,-4,-30,10,740,76,0.196078431,0.459459459,167,2044
121,Alabama,2020/5/22,13670,541,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,4,40,-3,-32,11,707,75,0.162790698,0.438596491,168,2280
122,Alabama,2020/5/23,14117,549,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,10,68,3,-14,4,743,81,0.0625,0.280701754,135,2567
123,Alabama,2020/5/24,14478,551,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,10,89,-8,-21,3,788,83,0.071428571,0.28,122,2112
124,Alabama,2020/5/25,14986,566,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,84,-15,-67,17,813,85,0.054421769,0.25,107,1984
125,Alabama,2020/5/26,15650,580,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,1,-8,-30,11,746,76,0.173333333,0.380952381,150,2170
126,Alabama,2020/5/27,16032,583,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,14,-8,-30,11,754,76,0.210526316,0.425925926,158,2226
127,Alabama,2020/5/28,16530,591,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,7,31,-4,-28,10,730,75,0.219178082,0.471698113,175,2227
128,Alabama,2020/5/29,17031,610,4903185,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,45,-5,-28,10,697,73,0.2,0.518987342,193,2545
144,Alaska,2020/1/22,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,554,66,0.294117647,0.666666667,213,6622
145,Alaska,2020/1/23,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,553,65,0.272727273,0.571428571,215,6036
146,Alaska,2020/1/24,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,544,66,0.272727273,0.647058824,232,6037
147,Alaska,2020/1/25,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,659,82,0.071428571,0.176470588,105,6154
148,Alaska,2020/1/26,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,656,87,0.071428571,0.155844156,75,5804
149,Alaska,2020/1/27,0,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,608,67,0.28125,0.571428571,214,5921
