state,date,cases
Rhode Island,28-04-2020,7927
Rhode Island,29-04-2020,8247
Rhode Island,30-04-2020,8621
Rhode Island,01-05-2020,8962
Rhode Island,02-05-2020,9289
Rhode Island,03-05-2020,9477
Rhode Island,04-05-2020,9652
Rhode Island,05-05-2020,9933
Rhode Island,06-05-2020,10205
Rhode Island,07-05-2020,10530
Rhode Island,08-05-2020,10779
Rhode Island,09-05-2020,10989
Rhode Island,10-05-2020,11274
Rhode Island,11-05-2020,11450
Rhode Island,12-05-2020,11614
Rhode Island,13-05-2020,11835
Rhode Island,14-05-2020,12016
South Carolina,07-03-2020,2
South Carolina,08-03-2020,2
South Carolina,09-03-2020,3
South Carolina,10-03-2020,7
South Carolina,11-03-2020,10
South Carolina,12-03-2020,7
South Carolina,13-03-2020,8
South Carolina,14-03-2020,19
South Carolina,15-03-2020,19
South Carolina,16-03-2020,30
South Carolina,17-03-2020,47
South Carolina,18-03-2020,60
South Carolina,19-03-2020,80
South Carolina,20-03-2020,126
South Carolina,21-03-2020,174
South Carolina,22-03-2020,196
South Carolina,23-03-2020,298
South Carolina,24-03-2020,342
South Carolina,25-03-2020,424
South Carolina,26-03-2020,424
South Carolina,27-03-2020,542
South Carolina,28-03-2020,660
South Carolina,29-03-2020,774
South Carolina,30-03-2020,925
South Carolina,31-03-2020,1083
South Carolina,01-04-2020,1293
South Carolina,02-04-2020,1554
South Carolina,03-04-2020,1700
South Carolina,04-04-2020,1917
South Carolina,05-04-2020,2049
South Carolina,06-04-2020,2232
South Carolina,07-04-2020,2417
South Carolina,08-04-2020,2417
South Carolina,09-04-2020,2793
South Carolina,10-04-2020,3067
South Carolina,11-04-2020,3211
South Carolina,12-04-2020,3320
South Carolina,13-04-2020,3391
South Carolina,14-04-2020,3553
South Carolina,15-04-2020,3656
South Carolina,16-04-2020,3931
South Carolina,17-04-2020,4099
South Carolina,18-04-2020,4248
South Carolina,19-04-2020,4377
South Carolina,20-04-2020,4446
South Carolina,21-04-2020,4439
South Carolina,22-04-2020,4761
South Carolina,23-04-2020,4917
South Carolina,24-04-2020,5070
South Carolina,25-04-2020,5253
South Carolina,26-04-2020,5498
South Carolina,27-04-2020,5613
South Carolina,28-04-2020,5735
South Carolina,29-04-2020,5882
South Carolina,30-04-2020,6095
South Carolina,01-05-2020,6258
South Carolina,02-05-2020,6489
South Carolina,03-05-2020,6626
South Carolina,04-05-2020,6757
South Carolina,05-05-2020,6841
South Carolina,06-05-2020,6936
South Carolina,07-05-2020,7142
South Carolina,08-05-2020,7367
South Carolina,09-05-2020,7531
South Carolina,10-05-2020,7653
South Carolina,11-05-2020,7792
South Carolina,12-05-2020,7927
South Carolina,13-05-2020,8030
South Carolina,14-05-2020,8189
South Dakota,11-03-2020,8
South Dakota,12-03-2020,7
South Dakota,13-03-2020,8
South Dakota,14-03-2020,8
South Dakota,15-03-2020,8
South Dakota,16-03-2020,10
South Dakota,17-03-2020,11
South Dakota,18-03-2020,11
South Dakota,19-03-2020,14
South Dakota,20-03-2020,14
South Dakota,21-03-2020,14
South Dakota,22-03-2020,21
South Dakota,23-03-2020,28
South Dakota,24-03-2020,30
South Dakota,25-03-2020,41
South Dakota,26-03-2020,46
South Dakota,27-03-2020,58
South Dakota,28-03-2020,68
South Dakota,29-03-2020,90
South Dakota,30-03-2020,101
South Dakota,31-03-2020,108
South Dakota,01-04-2020,129
South Dakota,02-04-2020,165
South Dakota,03-04-2020,187
South Dakota,04-04-2020,212
South Dakota,05-04-2020,240
South Dakota,06-04-2020,288
South Dakota,07-04-2020,320
South Dakota,08-04-2020,393
South Dakota,09-04-2020,447
South Dakota,10-04-2020,536
South Dakota,11-04-2020,626
South Dakota,12-04-2020,730
South Dakota,13-04-2020,868
South Dakota,14-04-2020,988
South Dakota,15-04-2020,1168
South Dakota,16-04-2020,1311
South Dakota,17-04-2020,1411
South Dakota,18-04-2020,1542
South Dakota,19-04-2020,1635
South Dakota,20-04-2020,1685
South Dakota,21-04-2020,1755
South Dakota,22-04-2020,1858
South Dakota,23-04-2020,1956
South Dakota,24-04-2020,2040
South Dakota,25-04-2020,2147
South Dakota,26-04-2020,2212
South Dakota,27-04-2020,2244
South Dakota,28-04-2020,2313
South Dakota,29-04-2020,2373
South Dakota,30-04-2020,2449
South Dakota,01-05-2020,2525
South Dakota,02-05-2020,2588
South Dakota,03-05-2020,2631
South Dakota,04-05-2020,2668
South Dakota,05-05-2020,2721
South Dakota,06-05-2020,2780
South Dakota,07-05-2020,2906
South Dakota,08-05-2020,3145
South Dakota,09-05-2020,3393
South Dakota,10-05-2020,3517
South Dakota,11-05-2020,3614
South Dakota,12-05-2020,3663
South Dakota,13-05-2020,3732
South Dakota,14-05-2020,3792
Tennessee,05-03-2020,1
Tennessee,06-03-2020,1
Tennessee,07-03-2020,1
Tennessee,08-03-2020,3
Tennessee,09-03-2020,3
Tennessee,10-03-2020,3
Tennessee,11-03-2020,9
Tennessee,12-03-2020,18
Tennessee,13-03-2020,26
Tennessee,14-03-2020,32
Tennessee,15-03-2020,32
Tennessee,16-03-2020,52
Tennessee,17-03-2020,74
Tennessee,18-03-2020,100
Tennessee,19-03-2020,154
Tennessee,20-03-2020,223
Tennessee,21-03-2020,304
Tennessee,22-03-2020,393
Tennessee,23-03-2020,614
Tennessee,24-03-2020,772
Tennessee,25-03-2020,916
Tennessee,26-03-2020,1097
Tennessee,27-03-2020,1318
Tennessee,28-03-2020,1511
Tennessee,29-03-2020,1720
Tennessee,30-03-2020,1917
Tennessee,31-03-2020,2391
Tennessee,01-04-2020,2933
Tennessee,02-04-2020,3013
Tennessee,03-04-2020,3067
Tennessee,04-04-2020,3322
Tennessee,05-04-2020,3633
Tennessee,06-04-2020,3802
Tennessee,07-04-2020,4139
Tennessee,08-04-2020,4363
Tennessee,09-04-2020,4634
Tennessee,10-04-2020,4891
Tennessee,11-04-2020,5132
Tennessee,12-04-2020,5508
Tennessee,13-04-2020,5610
Tennessee,14-04-2020,5827
Tennessee,15-04-2020,5827
Tennessee,16-04-2020,6166
Tennessee,17-04-2020,6263
Tennessee,18-04-2020,6589
Tennessee,19-04-2020,7070
Tennessee,20-04-2020,7238
Tennessee,21-04-2020,7394
Tennessee,22-04-2020,7394
Tennessee,23-04-2020,8266
Tennessee,24-04-2020,8728
Tennessee,25-04-2020,9189
Tennessee,26-04-2020,9667
Tennessee,27-04-2020,9918
Tennessee,28-04-2020,10052
Tennessee,29-04-2020,10366
Tennessee,30-04-2020,10735
Tennessee,01-05-2020,11891
Tennessee,02-05-2020,12661
Tennessee,03-05-2020,13177
Tennessee,04-05-2020,13571
Tennessee,05-05-2020,13690
Tennessee,06-05-2020,13938
Tennessee,07-05-2020,14096
Tennessee,08-05-2020,14441
Tennessee,09-05-2020,14768
Tennessee,10-05-2020,14985
Tennessee,11-05-2020,15544
Tennessee,12-05-2020,16111
Tennessee,13-05-2020,16370
Tennessee,14-05-2020,16699
Texas,05-03-2020,3
Texas,06-03-2020,4
Texas,07-03-2020,8
Texas,08-03-2020,11
Texas,09-03-2020,13
Texas,10-03-2020,16
Texas,11-03-2020,21
Texas,12-03-2020,27
Texas,13-03-2020,44
Texas,14-03-2020,60
Texas,15-03-2020,63
Texas,16-03-2020,85
Texas,17-03-2020,110
Texas,18-03-2020,196
Texas,19-03-2020,306
Texas,20-03-2020,429
Texas,21-03-2020,582
Texas,22-03-2020,643
Texas,23-03-2020,758
Texas,24-03-2020,955
Texas,25-03-2020,1229
Texas,26-03-2020,1563
Texas,27-03-2020,1937
Texas,28-03-2020,2455
Texas,29-03-2020,2792
Texas,30-03-2020,3147
Texas,31-03-2020,3809
Texas,01-04-2020,4355
Texas,02-04-2020,5069
Texas,03-04-2020,5734
Texas,04-04-2020,6567
Texas,05-04-2020,7209
Texas,06-04-2020,8043
Texas,07-04-2020,8925
Texas,08-04-2020,9777
Texas,09-04-2020,11208
Texas,10-04-2020,12105
Texas,11-04-2020,13023
Texas,12-04-2020,13677
Texas,13-04-2020,14275
Texas,14-04-2020,15006
Texas,15-04-2020,15907
Texas,16-04-2020,16876
Texas,17-04-2020,17849
Texas,18-04-2020,18704
Texas,19-04-2020,19260
Texas,20-04-2020,19751
Texas,21-04-2020,20574
Texas,22-04-2020,21321
Texas,23-04-2020,22650
Texas,24-04-2020,23642
Texas,25-04-2020,24153
Texas,26-04-2020,24967
Texas,27-04-2020,25321
Texas,28-04-2020,26357
Texas,29-04-2020,27257
Texas,30-04-2020,28727
Texas,01-05-2020,29692
Texas,02-05-2020,30917
Texas,03-05-2020,31998
Texas,04-05-2020,32783
Texas,05-05-2020,33912
Texas,06-05-2020,34928
Texas,07-05-2020,36036
Texas,08-05-2020,37246
Texas,09-05-2020,38394
Texas,10-05-2020,39258
Texas,11-05-2020,40555
Texas,12-05-2020,41432
Texas,13-05-2020,43020
Texas,14-05-2020,44480
Utah,07-03-2020,1
Utah,08-03-2020,1
Utah,09-03-2020,1
Utah,10-03-2020,2
Utah,11-03-2020,3
Utah,12-03-2020,3
Utah,13-03-2020,9
Utah,14-03-2020,10
Utah,15-03-2020,18
Utah,16-03-2020,28
Utah,17-03-2020,39
Utah,18-03-2020,47
Utah,19-03-2020,62
Utah,20-03-2020,95
Utah,21-03-2020,118
Utah,22-03-2020,162
Utah,23-03-2020,257
Utah,24-03-2020,298
Utah,25-03-2020,340
Utah,26-03-2020,396
Utah,27-03-2020,472
Utah,28-03-2020,602
Utah,29-03-2020,720
Utah,30-03-2020,798
Utah,31-03-2020,888
Utah,01-04-2020,888
Utah,02-04-2020,1086
Utah,03-04-2020,1248
Utah,04-04-2020,1428
Utah,05-04-2020,1601
Utah,06-04-2020,1678
Utah,07-04-2020,1739
Utah,08-04-2020,1848
Utah,09-04-2020,1856
Utah,10-04-2020,2103
Utah,11-04-2020,2207
Utah,12-04-2020,2303
Utah,13-04-2020,2363
Utah,14-04-2020,2417
Utah,15-04-2020,2548
Utah,16-04-2020,2683
Utah,17-04-2020,2793
Utah,18-04-2020,2917
Utah,19-04-2020,3069
Utah,20-04-2020,3213
Utah,21-04-2020,3297
Utah,22-04-2020,3445
Utah,23-04-2020,3612
Utah,24-04-2020,3782
Utah,25-04-2020,3948
Utah,26-04-2020,4123
Utah,27-04-2020,4236
Utah,28-04-2020,4345
Utah,29-04-2020,4497
Utah,30-04-2020,4672
Utah,01-05-2020,4828
Utah,02-05-2020,4985
Utah,03-05-2020,5175
Utah,04-05-2020,5317
Utah,05-05-2020,5449
Utah,06-05-2020,5595
Utah,07-05-2020,5724
Utah,08-05-2020,5919
Utah,09-05-2020,6103
Utah,10-05-2020,6251
Utah,11-05-2020,6362
Utah,12-05-2020,6432
Utah,13-05-2020,6620
Utah,14-05-2020,6749
Vermont,08-03-2020,1
Vermont,09-03-2020,1
Vermont,10-03-2020,1
Vermont,11-03-2020,1
Vermont,12-03-2020,2
Vermont,13-03-2020,2
Vermont,14-03-2020,5
Vermont,15-03-2020,5
Vermont,16-03-2020,12
Vermont,17-03-2020,12
Vermont,18-03-2020,13
Vermont,19-03-2020,22
Vermont,20-03-2020,29
Vermont,21-03-2020,49
Vermont,22-03-2020,52
Vermont,23-03-2020,75
Vermont,24-03-2020,95
Vermont,25-03-2020,125
Vermont,26-03-2020,158
Vermont,27-03-2020,184
Vermont,28-03-2020,211
Vermont,29-03-2020,235
Vermont,30-03-2020,256
Vermont,31-03-2020,293
Vermont,01-04-2020,321
Vermont,02-04-2020,338
Vermont,03-04-2020,389
Vermont,04-04-2020,461
Vermont,05-04-2020,512
Vermont,06-04-2020,543
Vermont,07-04-2020,575
Vermont,08-04-2020,605
Vermont,09-04-2020,628
Vermont,10-04-2020,679
Vermont,11-04-2020,711
Vermont,12-04-2020,727
Vermont,13-04-2020,748
Vermont,14-04-2020,752
Vermont,15-04-2020,759
Vermont,16-04-2020,774
Vermont,17-04-2020,779
Vermont,18-04-2020,803
Vermont,19-04-2020,813
Vermont,20-04-2020,816
Vermont,21-04-2020,818
Vermont,22-04-2020,823
Vermont,23-04-2020,825
Vermont,24-04-2020,827
Vermont,25-04-2020,843
Vermont,26-04-2020,851
Vermont,27-04-2020,855
Vermont,28-04-2020,862
Vermont,29-04-2020,862
Vermont,30-04-2020,866
Vermont,01-05-2020,879
Vermont,02-05-2020,886
Vermont,03-05-2020,897
Vermont,04-05-2020,902
Vermont,05-05-2020,907
Vermont,06-05-2020,908
Vermont,07-05-2020,916
Vermont,08-05-2020,919
Vermont,09-05-2020,921
Vermont,10-05-2020,927
Vermont,11-05-2020,926
Vermont,12-05-2020,927
Vermont,13-05-2020,929
Vermont,14-05-2020,932
Virgin Islands,16-03-2020,1
Virgin Islands,17-03-2020,2
Virgin Islands,18-03-2020,2
Virgin Islands,19-03-2020,3
Virgin Islands,20-03-2020,3
Virgin Islands,21-03-2020,6
Virgin Islands,22-03-2020,6
Virgin Islands,23-03-2020,7
Virgin Islands,24-03-2020,17
Virgin Islands,25-03-2020,17
Virgin Islands,26-03-2020,17
Virgin Islands,27-03-2020,19
Virgin Islands,28-03-2020,22
Virgin Islands,29-03-2020,23
Virgin Islands,30-03-2020,30
Virgin Islands,31-03-2020,30
Virgin Islands,01-04-2020,30
Virgin Islands,02-04-2020,30
Virgin Islands,03-04-2020,37
Virgin Islands,04-04-2020,40
Virgin Islands,05-04-2020,42
Virgin Islands,06-04-2020,43
Virgin Islands,07-04-2020,43
Virgin Islands,08-04-2020,45
Virgin Islands,09-04-2020,45
Virgin Islands,10-04-2020,50
Virgin Islands,11-04-2020,51
Virgin Islands,12-04-2020,51
Virgin Islands,13-04-2020,51
Virgin Islands,14-04-2020,51
Virgin Islands,15-04-2020,51
Virgin Islands,16-04-2020,51
Virgin Islands,17-04-2020,51
Virgin Islands,18-04-2020,53
Virgin Islands,19-04-2020,53
Virgin Islands,20-04-2020,53
Virgin Islands,21-04-2020,53
Virgin Islands,22-04-2020,54
Virgin Islands,23-04-2020,54
Virgin Islands,24-04-2020,54
Virgin Islands,25-04-2020,55
Virgin Islands,26-04-2020,57
Virgin Islands,27-04-2020,57
Virgin Islands,28-04-2020,57
Virgin Islands,29-04-2020,57
Virgin Islands,30-04-2020,66
Virgin Islands,01-05-2020,66
Virgin Islands,02-05-2020,66
Virgin Islands,03-05-2020,66
Virgin Islands,04-05-2020,66
Virgin Islands,05-05-2020,66
Virgin Islands,06-05-2020,66
Virgin Islands,07-05-2020,66
Virgin Islands,08-05-2020,68
Virgin Islands,09-05-2020,68
Virgin Islands,10-05-2020,69
Virgin Islands,11-05-2020,69
Virgin Islands,12-05-2020,69
Virgin Islands,13-05-2020,69
Virgin Islands,14-05-2020,69
Virginia,08-03-2020,2
Virginia,09-03-2020,2
Virginia,10-03-2020,8
Virginia,11-03-2020,9
Virginia,12-03-2020,12
Virginia,13-03-2020,27
Virginia,14-03-2020,37
Virginia,15-03-2020,37
Virginia,16-03-2020,49
Virginia,17-03-2020,67
Virginia,18-03-2020,79
Virginia,19-03-2020,103
Virginia,20-03-2020,123
Virginia,21-03-2020,157
Virginia,22-03-2020,220
Virginia,23-03-2020,254
Virginia,24-03-2020,293
Virginia,25-03-2020,396
Virginia,26-03-2020,466
Virginia,27-03-2020,607
Virginia,28-03-2020,740
Virginia,29-03-2020,890
Virginia,30-03-2020,1020
Virginia,31-03-2020,1249
Virginia,01-04-2020,1483
Virginia,02-04-2020,1706
Virginia,03-04-2020,2012
Virginia,04-04-2020,2407
Virginia,05-04-2020,2640
Virginia,06-04-2020,2878
Virginia,07-04-2020,3335
Virginia,08-04-2020,3645
Virginia,09-04-2020,4042
Virginia,10-04-2020,4509
Virginia,11-04-2020,5077
Virginia,12-04-2020,5274
Virginia,13-04-2020,5747
Virginia,14-04-2020,6182
Virginia,15-04-2020,6500
Virginia,16-04-2020,6889
Virginia,17-04-2020,7491
Virginia,18-04-2020,8053
Virginia,19-04-2020,8542
Virginia,20-04-2020,8990
Virginia,21-04-2020,9630
Virginia,22-04-2020,10266
Virginia,23-04-2020,10998
Virginia,24-04-2020,11594
Virginia,25-04-2020,12366
Virginia,26-04-2020,12970
Virginia,27-04-2020,13538
Virginia,28-04-2020,14339
Virginia,29-04-2020,14962
Virginia,30-04-2020,15847
Virginia,01-05-2020,16902
Virginia,02-05-2020,17738
Virginia,03-05-2020,18672
Virginia,04-05-2020,19493
Virginia,05-05-2020,20257
Virginia,06-05-2020,20985
Virginia,07-05-2020,21570
Virginia,08-05-2020,22342
Virginia,09-05-2020,23196
Virginia,10-05-2020,24081
Virginia,11-05-2020,25070
Virginia,12-05-2020,25800
Virginia,13-05-2020,26746
Virginia,14-05-2020,27813
Washington,22-01-2020,1
Washington,23-01-2020,1
Washington,24-01-2020,1
Washington,25-01-2020,1
Washington,26-01-2020,1
Washington,27-01-2020,1
Washington,28-01-2020,1
Washington,29-01-2020,1
Washington,30-01-2020,1
Washington,31-01-2020,1
Washington,01-02-2020,1
Washington,02-02-2020,1
Washington,03-02-2020,1
Washington,04-02-2020,1
Washington,05-02-2020,1
Washington,06-02-2020,1
Washington,07-02-2020,1
Washington,08-02-2020,1
Washington,09-02-2020,1
Washington,10-02-2020,1
Washington,11-02-2020,1
Washington,12-02-2020,1
Washington,13-02-2020,1
Washington,14-02-2020,1
Washington,15-02-2020,1
Washington,16-02-2020,1
Washington,17-02-2020,1
Washington,18-02-2020,1
Washington,19-02-2020,1
Washington,20-02-2020,1
Washington,21-02-2020,1
Washington,22-02-2020,1
Washington,23-02-2020,1
Washington,24-02-2020,1
Washington,25-02-2020,1
Washington,26-02-2020,1
Washington,27-02-2020,1
Washington,28-02-2020,1
Washington,29-02-2020,7
Washington,01-03-2020,11
Washington,02-03-2020,18
Washington,03-03-2020,27
Washington,04-03-2020,39
Washington,05-03-2020,70
Washington,06-03-2020,78
Washington,07-03-2020,102
Washington,08-03-2020,122
Washington,09-03-2020,122
Washington,10-03-2020,167
Washington,11-03-2020,282
Washington,12-03-2020,442
Washington,13-03-2020,568
Washington,14-03-2020,642
Washington,15-03-2020,603
Washington,16-03-2020,779
Washington,17-03-2020,955
Washington,18-03-2020,1022
Washington,19-03-2020,1374
Washington,20-03-2020,1524
Washington,21-03-2020,1793
Washington,22-03-2020,1997
Washington,23-03-2020,2221
Washington,24-03-2020,2328
Washington,25-03-2020,2591
Washington,26-03-2020,3207
Washington,27-03-2020,3477
Washington,28-03-2020,4030
Washington,29-03-2020,4465
Washington,30-03-2020,4923
Washington,31-03-2020,5432
Washington,01-04-2020,5608
Washington,02-04-2020,6389
Washington,03-04-2020,6846
Washington,04-04-2020,7247
Washington,05-04-2020,7825
Washington,06-04-2020,8311
Washington,07-04-2020,8692
Washington,08-04-2020,9276
Washington,09-04-2020,9639
Washington,10-04-2020,10119
Washington,11-04-2020,10434
Washington,12-04-2020,10609
Washington,13-04-2020,10635
Washington,14-04-2020,10799
Washington,15-04-2020,10942
Washington,16-04-2020,11057
Washington,17-04-2020,11517
Washington,18-04-2020,11776
Washington,19-04-2020,11978
Washington,20-04-2020,12114
Washington,21-04-2020,12392
Washington,22-04-2020,12596
Washington,23-04-2020,12753
Washington,24-04-2020,12977
Washington,25-04-2020,13319
Washington,26-04-2020,13521
Washington,27-04-2020,13686
Washington,28-04-2020,13842
Washington,29-04-2020,14070
Washington,30-04-2020,14327
Washington,01-05-2020,14637
Washington,02-05-2020,15003
Washington,03-05-2020,15185
Washington,04-05-2020,15462
Washington,05-05-2020,15594
Washington,06-05-2020,15905
Washington,07-05-2020,16231
Washington,08-05-2020,16388
Washington,09-05-2020,16674
Washington,10-05-2020,16891
Washington,11-05-2020,17122
Washington,12-05-2020,17330
Washington,13-05-2020,17512
Washington,14-05-2020,17773
West Virginia,18-03-2020,1
West Virginia,19-03-2020,2
West Virginia,20-03-2020,8
West Virginia,21-03-2020,12
West Virginia,22-03-2020,16
West Virginia,23-03-2020,16
West Virginia,24-03-2020,22
West Virginia,25-03-2020,39
West Virginia,26-03-2020,52
West Virginia,27-03-2020,76
West Virginia,28-03-2020,96
West Virginia,29-03-2020,113
West Virginia,30-03-2020,145
West Virginia,31-03-2020,162
West Virginia,01-04-2020,191
West Virginia,02-04-2020,216
West Virginia,03-04-2020,237
West Virginia,04-04-2020,282
West Virginia,05-04-2020,324
West Virginia,06-04-2020,345
West Virginia,07-04-2020,412
West Virginia,08-04-2020,483
West Virginia,09-04-2020,514
West Virginia,10-04-2020,574
West Virginia,11-04-2020,577
West Virginia,12-04-2020,593
West Virginia,13-04-2020,611
West Virginia,14-04-2020,640
West Virginia,15-04-2020,702
West Virginia,16-04-2020,728
West Virginia,17-04-2020,775
West Virginia,18-04-2020,785
West Virginia,19-04-2020,890
West Virginia,20-04-2020,902
West Virginia,21-04-2020,908
West Virginia,22-04-2020,939
West Virginia,23-04-2020,981
West Virginia,24-04-2020,1010
West Virginia,25-04-2020,1010
West Virginia,26-04-2020,1055
West Virginia,27-04-2020,1063
West Virginia,28-04-2020,1095
West Virginia,29-04-2020,1110
West Virginia,30-04-2020,1125
West Virginia,01-05-2020,1152
West Virginia,02-05-2020,1185
West Virginia,03-05-2020,1195
West Virginia,04-05-2020,1224
West Virginia,05-05-2020,1246
West Virginia,06-05-2020,1242
West Virginia,07-05-2020,1287
West Virginia,08-05-2020,1323
West Virginia,09-05-2020,1323
West Virginia,10-05-2020,1360
West Virginia,11-05-2020,1366
West Virginia,12-05-2020,1378
West Virginia,13-05-2020,1398
West Virginia,14-05-2020,1427
Wisconsin,10-03-2020,3
Wisconsin,11-03-2020,4
Wisconsin,12-03-2020,8
Wisconsin,13-03-2020,19
Wisconsin,14-03-2020,27
Wisconsin,15-03-2020,28
Wisconsin,16-03-2020,48
Wisconsin,17-03-2020,73
Wisconsin,18-03-2020,111
Wisconsin,19-03-2020,159
Wisconsin,20-03-2020,219
Wisconsin,21-03-2020,282
Wisconsin,22-03-2020,381
Wisconsin,23-03-2020,425
Wisconsin,24-03-2020,481
Wisconsin,25-03-2020,621
Wisconsin,26-03-2020,728
Wisconsin,27-03-2020,926
Wisconsin,28-03-2020,1055
Wisconsin,29-03-2020,1164
Wisconsin,30-03-2020,1230
Wisconsin,31-03-2020,1412
Wisconsin,01-04-2020,1556
Wisconsin,02-04-2020,1748
Wisconsin,03-04-2020,2012
Wisconsin,04-04-2020,2030
Wisconsin,05-04-2020,2320
Wisconsin,06-04-2020,2449
Wisconsin,07-04-2020,2578
Wisconsin,08-04-2020,2710
Wisconsin,09-04-2020,2886
Wisconsin,10-04-2020,3068
Wisconsin,11-04-2020,3213
Wisconsin,12-04-2020,3341
Wisconsin,13-04-2020,3428
Wisconsin,14-04-2020,3555
Wisconsin,15-04-2020,3721
Wisconsin,16-04-2020,3875
Wisconsin,17-04-2020,4053
Wisconsin,18-04-2020,4199
Wisconsin,19-04-2020,4346
Wisconsin,20-04-2020,4499
Wisconsin,21-04-2020,4625
Wisconsin,22-04-2020,4845
Wisconsin,23-04-2020,5052
Wisconsin,24-04-2020,5356
Wisconsin,25-04-2020,5687
Wisconsin,26-04-2020,5912
Wisconsin,27-04-2020,6081
Wisconsin,28-04-2020,6289
Wisconsin,29-04-2020,6520
Wisconsin,30-04-2020,6854
Wisconsin,01-05-2020,7314
Wisconsin,02-05-2020,7660
Wisconsin,03-05-2020,7964
Wisconsin,04-05-2020,8236
Wisconsin,05-05-2020,8566
Wisconsin,06-05-2020,8901
Wisconsin,07-05-2020,9215
Wisconsin,08-05-2020,9590
Wisconsin,09-05-2020,9939
Wisconsin,10-05-2020,10219
Wisconsin,11-05-2020,10418
Wisconsin,12-05-2020,10611
Wisconsin,13-05-2020,10902
Wisconsin,14-05-2020,11275
Wyoming,12-03-2020,1
Wyoming,13-03-2020,1
Wyoming,14-03-2020,2
Wyoming,15-03-2020,2
Wyoming,16-03-2020,2
Wyoming,17-03-2020,11
Wyoming,18-03-2020,16
Wyoming,19-03-2020,18
Wyoming,20-03-2020,21
Wyoming,21-03-2020,23
Wyoming,22-03-2020,26
Wyoming,23-03-2020,26
Wyoming,24-03-2020,29
Wyoming,25-03-2020,44
Wyoming,26-03-2020,53
Wyoming,27-03-2020,70
Wyoming,28-03-2020,82
Wyoming,29-03-2020,86
Wyoming,30-03-2020,94
Wyoming,31-03-2020,109
Wyoming,01-04-2020,130
Wyoming,02-04-2020,150
Wyoming,03-04-2020,162
Wyoming,04-04-2020,187
Wyoming,05-04-2020,197
Wyoming,06-04-2020,210
Wyoming,07-04-2020,216
Wyoming,08-04-2020,221
Wyoming,09-04-2020,230
Wyoming,10-04-2020,239
Wyoming,11-04-2020,261
Wyoming,12-04-2020,270
Wyoming,13-04-2020,275
Wyoming,14-04-2020,282
Wyoming,15-04-2020,287
Wyoming,16-04-2020,296
Wyoming,17-04-2020,305
Wyoming,18-04-2020,309
Wyoming,19-04-2020,313
Wyoming,20-04-2020,317
Wyoming,21-04-2020,443
Wyoming,22-04-2020,447
Wyoming,23-04-2020,453
Wyoming,24-04-2020,473
Wyoming,25-04-2020,491
Wyoming,26-04-2020,502
Wyoming,27-04-2020,520
Wyoming,28-04-2020,536
Wyoming,29-04-2020,545
Wyoming,30-04-2020,559
Wyoming,01-05-2020,566
Wyoming,02-05-2020,579
Wyoming,03-05-2020,586
Wyoming,04-05-2020,596
Wyoming,05-05-2020,604
Wyoming,06-05-2020,631
Wyoming,07-05-2020,635
Wyoming,08-05-2020,644
Wyoming,09-05-2020,653
Wyoming,10-05-2020,662
Wyoming,11-05-2020,669
Wyoming,12-05-2020,675
Wyoming,13-05-2020,688
Wyoming,14-05-2020,701
