state,date,cases
Alabama,13-03-2020,5
Alabama,14-03-2020,7
Alabama,15-03-2020,11
Alabama,16-03-2020,29
Alabama,17-03-2020,39
Alabama,18-03-2020,51
Alabama,19-03-2020,78
Alabama,20-03-2020,106
Alabama,21-03-2020,131
Alabama,22-03-2020,157
Alabama,23-03-2020,196
Alabama,24-03-2020,242
Alabama,25-03-2020,381
Alabama,26-03-2020,517
Alabama,27-03-2020,587
Alabama,28-03-2020,694
Alabama,29-03-2020,825
Alabama,30-03-2020,899
Alabama,31-03-2020,987
Alabama,01-04-2020,1060
Alabama,02-04-2020,1233
Alabama,03-04-2020,1495
Alabama,04-04-2020,1614
Alabama,05-04-2020,1765
Alabama,06-04-2020,1952
Alabama,07-04-2020,2169
Alabama,08-04-2020,2328
Alabama,09-04-2020,2703
Alabama,10-04-2020,2947
Alabama,11-04-2020,3217
Alabama,12-04-2020,3563
Alabama,13-04-2020,3734
Alabama,14-04-2020,3953
Alabama,15-04-2020,4075
Alabama,16-04-2020,4345
Alabama,17-04-2020,4571
Alabama,18-04-2020,4712
Alabama,19-04-2020,4888
Alabama,20-04-2020,5079
Alabama,21-04-2020,5317
Alabama,22-04-2020,5593
Alabama,23-04-2020,5832
Alabama,24-04-2020,6026
Alabama,25-04-2020,6026
Alabama,26-04-2020,6421
Alabama,27-04-2020,6539
Alabama,28-04-2020,6750
Alabama,29-04-2020,6912
Alabama,30-04-2020,7088
Alabama,01-05-2020,7294
Alabama,02-05-2020,7611
Alabama,03-05-2020,7888
Alabama,04-05-2020,8112
Alabama,05-05-2020,8437
Alabama,06-05-2020,8691
Alabama,07-05-2020,9046
Alabama,08-05-2020,9385
Alabama,09-05-2020,9668
Alabama,10-05-2020,9889
Alabama,11-05-2020,10164
Alabama,12-05-2020,10464
Alabama,13-05-2020,10700
Alabama,14-05-2020,11101
Alaska,13-03-2020,1
Alaska,14-03-2020,1
Alaska,15-03-2020,1
Alaska,16-03-2020,1
Alaska,17-03-2020,3
Alaska,18-03-2020,5
Alaska,19-03-2020,8
Alaska,20-03-2020,11
Alaska,21-03-2020,13
Alaska,22-03-2020,18
Alaska,23-03-2020,30
Alaska,24-03-2020,34
Alaska,25-03-2020,41
Alaska,26-03-2020,56
Alaska,27-03-2020,58
Alaska,28-03-2020,85
Alaska,29-03-2020,102
Alaska,30-03-2020,114
Alaska,31-03-2020,119
Alaska,01-04-2020,132
Alaska,02-04-2020,143
Alaska,03-04-2020,157
Alaska,04-04-2020,171
Alaska,05-04-2020,185
Alaska,06-04-2020,190
Alaska,07-04-2020,213
Alaska,08-04-2020,226
Alaska,09-04-2020,235
Alaska,10-04-2020,246
Alaska,11-04-2020,257
Alaska,12-04-2020,272
Alaska,13-04-2020,277
Alaska,14-04-2020,285
Alaska,15-04-2020,293
Alaska,16-04-2020,300
Alaska,17-04-2020,309
Alaska,18-04-2020,314
Alaska,19-04-2020,319
Alaska,20-04-2020,321
Alaska,21-04-2020,329
Alaska,22-04-2020,335
Alaska,23-04-2020,337
Alaska,24-04-2020,339
Alaska,25-04-2020,339
Alaska,26-04-2020,340
Alaska,27-04-2020,345
Alaska,28-04-2020,351
Alaska,29-04-2020,355
Alaska,30-04-2020,355
Alaska,01-05-2020,364
Alaska,02-05-2020,365
Alaska,03-05-2020,368
Alaska,04-05-2020,370
Alaska,05-05-2020,371
Alaska,06-05-2020,372
Alaska,07-05-2020,374
Alaska,08-05-2020,377
Alaska,09-05-2020,378
Alaska,10-05-2020,379
Alaska,11-05-2020,379
Alaska,12-05-2020,383
Alaska,13-05-2020,383
Alaska,14-05-2020,383
Arizona,26-01-2020,1
Arizona,27-01-2020,1
Arizona,28-01-2020,1
Arizona,29-01-2020,1
Arizona,30-01-2020,1
Arizona,31-01-2020,1
Arizona,01-02-2020,1
Arizona,02-02-2020,1
Arizona,03-02-2020,1
Arizona,04-02-2020,1
Arizona,05-02-2020,1
Arizona,06-02-2020,1
Arizona,07-02-2020,1
Arizona,08-02-2020,1
Arizona,09-02-2020,1
Arizona,10-02-2020,1
Arizona,11-02-2020,1
Arizona,12-02-2020,1
Arizona,13-02-2020,1
Arizona,14-02-2020,1
Arizona,15-02-2020,1
Arizona,16-02-2020,1
Arizona,17-02-2020,1
Arizona,18-02-2020,1
Arizona,19-02-2020,1
Arizona,20-02-2020,1
Arizona,21-02-2020,1
Arizona,22-02-2020,1
Arizona,23-02-2020,1
Arizona,24-02-2020,1
Arizona,25-02-2020,1
Arizona,26-02-2020,1
Arizona,27-02-2020,1
Arizona,28-02-2020,1
Arizona,29-02-2020,1
Arizona,01-03-2020,1
Arizona,02-03-2020,1
Arizona,03-03-2020,1
Arizona,04-03-2020,1
Arizona,05-03-2020,1
Arizona,06-03-2020,2
Arizona,07-03-2020,4
Arizona,08-03-2020,4
Arizona,09-03-2020,4
Arizona,10-03-2020,6
Arizona,11-03-2020,9
Arizona,12-03-2020,9
Arizona,13-03-2020,9
Arizona,14-03-2020,12
Arizona,15-03-2020,12
Arizona,16-03-2020,18
Arizona,17-03-2020,20
Arizona,18-03-2020,27
Arizona,19-03-2020,45
Arizona,20-03-2020,68
Arizona,21-03-2020,104
Arizona,22-03-2020,152
Arizona,23-03-2020,235
Arizona,24-03-2020,326
Arizona,25-03-2020,401
Arizona,26-03-2020,508
Arizona,27-03-2020,665
Arizona,28-03-2020,773
Arizona,29-03-2020,919
Arizona,30-03-2020,1157
Arizona,31-03-2020,1289
Arizona,01-04-2020,1413
Arizona,02-04-2020,1596
Arizona,03-04-2020,1769
Arizona,04-04-2020,2019
Arizona,05-04-2020,2269
Arizona,06-04-2020,2460
Arizona,07-04-2020,2575
Arizona,08-04-2020,2726
Arizona,09-04-2020,3018
Arizona,10-04-2020,3112
Arizona,11-04-2020,3393
Arizona,12-04-2020,3542
Arizona,13-04-2020,3705
Arizona,14-04-2020,3809
Arizona,15-04-2020,3964
Arizona,16-04-2020,4237
Arizona,17-04-2020,4511
Arizona,18-04-2020,4724
Arizona,19-04-2020,4933
Arizona,20-04-2020,5068
Arizona,21-04-2020,5256
Arizona,22-04-2020,5473
Arizona,23-04-2020,5772
Arizona,24-04-2020,6045
Arizona,25-04-2020,6286
Arizona,26-04-2020,6534
Arizona,27-04-2020,6725
Arizona,28-04-2020,6955
Arizona,29-04-2020,7209
Arizona,30-04-2020,7655
Arizona,01-05-2020,7969
Arizona,02-05-2020,8364
Arizona,03-05-2020,8640
Arizona,04-05-2020,8924
Arizona,05-05-2020,9305
Arizona,06-05-2020,9707
Arizona,07-05-2020,9945
Arizona,08-05-2020,10526
Arizona,09-05-2020,10960
Arizona,10-05-2020,11119
Arizona,11-05-2020,11383
Arizona,12-05-2020,11736
Arizona,13-05-2020,12216
Arizona,14-05-2020,12674
Arkansas,13-03-2020,9
Arkansas,14-03-2020,12
Arkansas,15-03-2020,3
Arkansas,16-03-2020,3
Arkansas,17-03-2020,3
Arkansas,18-03-2020,4
Arkansas,19-03-2020,62
Arkansas,20-03-2020,100
Arkansas,21-03-2020,122
Arkansas,22-03-2020,165
Arkansas,23-03-2020,192
Arkansas,24-03-2020,219
Arkansas,25-03-2020,280
Arkansas,26-03-2020,335
Arkansas,27-03-2020,381
Arkansas,28-03-2020,409
Arkansas,29-03-2020,426
Arkansas,30-03-2020,473
Arkansas,31-03-2020,523
Arkansas,01-04-2020,584
Arkansas,02-04-2020,643
Arkansas,03-04-2020,704
Arkansas,04-04-2020,743
Arkansas,05-04-2020,837
Arkansas,06-04-2020,875
Arkansas,07-04-2020,946
Arkansas,08-04-2020,1000
Arkansas,09-04-2020,1119
Arkansas,10-04-2020,1171
Arkansas,11-04-2020,1228
Arkansas,12-04-2020,1280
Arkansas,13-04-2020,1410
Arkansas,14-04-2020,1498
Arkansas,15-04-2020,1569
Arkansas,16-04-2020,1620
Arkansas,17-04-2020,1695
Arkansas,18-04-2020,1744
Arkansas,19-04-2020,1781
Arkansas,20-04-2020,1973
Arkansas,21-04-2020,1990
Arkansas,22-04-2020,2276
Arkansas,23-04-2020,2599
Arkansas,24-04-2020,2810
Arkansas,25-04-2020,2911
Arkansas,26-04-2020,3001
Arkansas,27-04-2020,3069
Arkansas,28-04-2020,3127
Arkansas,29-04-2020,3193
Arkansas,30-04-2020,3281
Arkansas,01-05-2020,3337
Arkansas,02-05-2020,3372
Arkansas,03-05-2020,3437
Arkansas,04-05-2020,3491
Arkansas,05-05-2020,3525
Arkansas,06-05-2020,3611
Arkansas,07-05-2020,3703
Arkansas,08-05-2020,3747
Arkansas,09-05-2020,3747
Arkansas,10-05-2020,4012
Arkansas,11-05-2020,4043
Arkansas,12-05-2020,4164
Arkansas,13-05-2020,4236
Arkansas,14-05-2020,4366
California,26-01-2020,2
California,27-01-2020,2
California,28-01-2020,2
California,29-01-2020,2
California,30-01-2020,2
California,31-01-2020,3
California,01-02-2020,3
California,02-02-2020,3
California,03-02-2020,6
California,04-02-2020,6
California,05-02-2020,6
California,06-02-2020,6
California,07-02-2020,6
California,08-02-2020,6
California,09-02-2020,6
California,10-02-2020,6
California,11-02-2020,7
California,12-02-2020,7
California,13-02-2020,8
California,14-02-2020,8
California,15-02-2020,8
California,16-02-2020,8
California,17-02-2020,8
California,18-02-2020,8
California,19-02-2020,8
California,20-02-2020,8
California,21-02-2020,10
California,22-02-2020,10
California,23-02-2020,10
California,24-02-2020,10
California,25-02-2020,10
California,26-02-2020,10
California,27-02-2020,11
California,28-02-2020,11
California,29-02-2020,12
California,01-03-2020,12
California,02-03-2020,21
California,03-03-2020,25
California,04-03-2020,35
California,05-03-2020,51
California,06-03-2020,59
California,07-03-2020,81
California,08-03-2020,95
California,09-03-2020,101
California,10-03-2020,144
California,11-03-2020,178
California,12-03-2020,221
California,13-03-2020,281
California,14-03-2020,372
California,15-03-2020,373
California,16-03-2020,557
California,17-03-2020,700
California,18-03-2020,828
California,19-03-2020,1005
California,20-03-2020,1243
California,21-03-2020,1405
California,22-03-2020,1646
California,23-03-2020,2108
California,24-03-2020,2538
California,25-03-2020,2998
California,26-03-2020,3899
California,27-03-2020,4657
California,28-03-2020,5095
California,29-03-2020,5852
California,30-03-2020,7138
California,31-03-2020,8210
California,01-04-2020,9399
California,02-04-2020,10773
California,03-04-2020,12004
California,04-04-2020,12837
California,05-04-2020,15034
California,06-04-2020,16019
California,07-04-2020,17351
California,08-04-2020,18897
California,09-04-2020,19710
California,10-04-2020,21081
California,11-04-2020,21706
California,12-04-2020,22795
California,13-04-2020,23931
California,14-04-2020,25356
California,15-04-2020,26686
California,16-04-2020,27677
California,17-04-2020,29157
California,18-04-2020,30491
California,19-04-2020,31431
California,20-04-2020,33686
California,21-04-2020,35465
California,22-04-2020,37344
California,23-04-2020,39561
California,24-04-2020,41355
California,25-04-2020,42368
California,26-04-2020,43558
California,27-04-2020,44966
California,28-04-2020,46164
California,29-04-2020,48747
California,30-04-2020,50130
California,01-05-2020,52026
California,02-05-2020,53347
California,03-05-2020,54903
California,04-05-2020,55884
California,05-05-2020,58456
California,06-05-2020,60616
California,07-05-2020,62148
California,08-05-2020,63779
California,09-05-2020,66558
California,10-05-2020,67600
California,11-05-2020,69329
California,12-05-2020,70978
California,13-05-2020,72798
California,14-05-2020,74871
Colorado,06-03-2020,3
Colorado,07-03-2020,7
Colorado,08-03-2020,7
Colorado,09-03-2020,7
Colorado,10-03-2020,14
Colorado,11-03-2020,30
Colorado,12-03-2020,45
Colorado,13-03-2020,76
Colorado,14-03-2020,101
Colorado,15-03-2020,99
Colorado,16-03-2020,132
Colorado,17-03-2020,167
Colorado,18-03-2020,218
Colorado,19-03-2020,277
Colorado,20-03-2020,363
Colorado,21-03-2020,475
Colorado,22-03-2020,591
Colorado,23-03-2020,704
Colorado,24-03-2020,723
Colorado,25-03-2020,1021
Colorado,26-03-2020,1430
Colorado,27-03-2020,1433
Colorado,28-03-2020,1740
Colorado,29-03-2020,2307
Colorado,30-03-2020,2311
Colorado,31-03-2020,2966
Colorado,01-04-2020,2982
Colorado,02-04-2020,3342
Colorado,03-04-2020,3742
Colorado,04-04-2020,4188
Colorado,05-04-2020,4950
Colorado,06-04-2020,5183
Colorado,07-04-2020,5429
Colorado,08-04-2020,5655
Colorado,09-04-2020,5655
Colorado,10-04-2020,6202
Colorado,11-04-2020,6513
Colorado,12-04-2020,7307
Colorado,13-04-2020,7691
Colorado,14-04-2020,7950
Colorado,15-04-2020,7956
Colorado,16-04-2020,8286
Colorado,17-04-2020,8691
Colorado,18-04-2020,9047
Colorado,19-04-2020,9730
Colorado,20-04-2020,9730
Colorado,21-04-2020,10473
Colorado,22-04-2020,10891
Colorado,23-04-2020,11278
Colorado,24-04-2020,12256
Colorado,25-04-2020,12968
Colorado,26-04-2020,13441
Colorado,27-04-2020,13879
Colorado,28-04-2020,14316
Colorado,29-04-2020,14758
Colorado,30-04-2020,15284
Colorado,01-05-2020,15793
Colorado,02-05-2020,16225
Colorado,03-05-2020,16635
Colorado,04-05-2020,16918
Colorado,05-05-2020,17367
Colorado,06-05-2020,17832
Colorado,07-05-2020,18370
Colorado,08-05-2020,18827
Colorado,09-05-2020,19375
Colorado,10-05-2020,19703
Colorado,11-05-2020,19879
Colorado,12-05-2020,20157
Colorado,13-05-2020,20475
Colorado,14-05-2020,20838
Connecticut,10-03-2020,1
Connecticut,11-03-2020,3
Connecticut,12-03-2020,5
Connecticut,13-03-2020,11
Connecticut,14-03-2020,23
Connecticut,15-03-2020,24
Connecticut,16-03-2020,41
Connecticut,17-03-2020,68
Connecticut,18-03-2020,96
Connecticut,19-03-2020,159
Connecticut,20-03-2020,194
Connecticut,21-03-2020,194
Connecticut,22-03-2020,327
Connecticut,23-03-2020,415
Connecticut,24-03-2020,618
Connecticut,25-03-2020,875
Connecticut,26-03-2020,1012
Connecticut,27-03-2020,1291
Connecticut,28-03-2020,1524
Connecticut,29-03-2020,1993
Connecticut,30-03-2020,2571
Connecticut,31-03-2020,3128
Connecticut,01-04-2020,3557
Connecticut,02-04-2020,3824
Connecticut,03-04-2020,4914
Connecticut,04-04-2020,5276
Connecticut,05-04-2020,5675
Connecticut,06-04-2020,6906
Connecticut,07-04-2020,7781
Connecticut,08-04-2020,7781
Connecticut,09-04-2020,9784
Connecticut,10-04-2020,10538
Connecticut,11-04-2020,11510
Connecticut,12-04-2020,12035
Connecticut,13-04-2020,13381
Connecticut,14-04-2020,13989
Connecticut,15-04-2020,14755
Connecticut,16-04-2020,15884
Connecticut,17-04-2020,16809
Connecticut,18-04-2020,17550
Connecticut,19-04-2020,17962
Connecticut,20-04-2020,19815
Connecticut,21-04-2020,20360
Connecticut,22-04-2020,22469
Connecticut,23-04-2020,23100
Connecticut,24-04-2020,23936
Connecticut,25-04-2020,24583
Connecticut,26-04-2020,25269
Connecticut,27-04-2020,25997
Connecticut,28-04-2020,26312
Connecticut,29-04-2020,26767
Connecticut,30-04-2020,27700
Connecticut,01-05-2020,28764
Connecticut,02-05-2020,29287
Connecticut,03-05-2020,29287
Connecticut,04-05-2020,29973
Connecticut,05-05-2020,30621
Connecticut,06-05-2020,30995
Connecticut,07-05-2020,31784
Connecticut,08-05-2020,32411
Connecticut,09-05-2020,32984
Connecticut,10-05-2020,33554
Connecticut,11-05-2020,33765
Connecticut,12-05-2020,34333
Connecticut,13-05-2020,34855
Connecticut,14-05-2020,35464
Delaware,11-03-2020,1
Delaware,12-03-2020,1
Delaware,13-03-2020,4
Delaware,14-03-2020,6
Delaware,15-03-2020,6
Delaware,16-03-2020,8
Delaware,17-03-2020,16
Delaware,18-03-2020,19
Delaware,19-03-2020,30
Delaware,20-03-2020,39
Delaware,21-03-2020,45
Delaware,22-03-2020,56
Delaware,23-03-2020,68
Delaware,24-03-2020,104
Delaware,25-03-2020,119
Delaware,26-03-2020,130
Delaware,27-03-2020,163
Delaware,28-03-2020,214
Delaware,29-03-2020,232
Delaware,30-03-2020,264
Delaware,31-03-2020,319
Delaware,01-04-2020,368
Delaware,02-04-2020,393
Delaware,03-04-2020,450
Delaware,04-04-2020,593
Delaware,05-04-2020,673
Delaware,06-04-2020,783
Delaware,07-04-2020,928
Delaware,08-04-2020,1116
Delaware,09-04-2020,1209
Delaware,10-04-2020,1326
Delaware,11-04-2020,1479
Delaware,12-04-2020,1625
Delaware,13-04-2020,1758
Delaware,14-04-2020,1926
Delaware,15-04-2020,2014
Delaware,16-04-2020,2070
Delaware,17-04-2020,2317
Delaware,18-04-2020,2538
Delaware,19-04-2020,2538
Delaware,20-04-2020,2745
Delaware,21-04-2020,2931
Delaware,22-04-2020,3200
Delaware,23-04-2020,3308
Delaware,24-04-2020,3442
Delaware,25-04-2020,3576
Delaware,26-04-2020,4034
Delaware,27-04-2020,4162
Delaware,28-04-2020,4575
Delaware,29-04-2020,4655
Delaware,30-04-2020,4734
Delaware,01-05-2020,4918
Delaware,02-05-2020,5038
Delaware,03-05-2020,5208
Delaware,04-05-2020,5288
Delaware,05-05-2020,5371
Delaware,06-05-2020,5778
Delaware,07-05-2020,5939
Delaware,08-05-2020,6111
Delaware,09-05-2020,6277
Delaware,10-05-2020,6277
Delaware,11-05-2020,6565
Delaware,12-05-2020,6741
Delaware,13-05-2020,6952
Delaware,14-05-2020,7223
Diamond Princess,17-03-2020,47
Diamond Princess,18-03-2020,47
Diamond Princess,19-03-2020,47
Diamond Princess,20-03-2020,49
Diamond Princess,21-03-2020,49
Diamond Princess,22-03-2020,49
Diamond Princess,23-03-2020,49
Diamond Princess,24-03-2020,49
Diamond Princess,25-03-2020,49
Diamond Princess,26-03-2020,49
Diamond Princess,27-03-2020,49
Diamond Princess,28-03-2020,49
Diamond Princess,29-03-2020,49
Diamond Princess,30-03-2020,49
Diamond Princess,31-03-2020,49
Diamond Princess,01-04-2020,49
Diamond Princess,02-04-2020,49
Diamond Princess,03-04-2020,49
Diamond Princess,04-04-2020,49
Diamond Princess,05-04-2020,49
Diamond Princess,06-04-2020,49
Diamond Princess,07-04-2020,49
Diamond Princess,08-04-2020,49
Diamond Princess,09-04-2020,49
Diamond Princess,10-04-2020,49
Diamond Princess,11-04-2020,49
Diamond Princess,12-04-2020,49
Diamond Princess,13-04-2020,49
Diamond Princess,14-04-2020,49
Diamond Princess,15-04-2020,49
Diamond Princess,16-04-2020,49
Diamond Princess,17-04-2020,49
Diamond Princess,18-04-2020,49
Diamond Princess,19-04-2020,49
Diamond Princess,20-04-2020,49
Diamond Princess,21-04-2020,49
Diamond Princess,22-04-2020,49
Diamond Princess,23-04-2020,49
Diamond Princess,24-04-2020,49
Diamond Princess,25-04-2020,49
Diamond Princess,26-04-2020,49
Diamond Princess,27-04-2020,49
Diamond Princess,28-04-2020,49
Diamond Princess,29-04-2020,49
Diamond Princess,30-04-2020,49
Diamond Princess,01-05-2020,49
Diamond Princess,02-05-2020,49
Diamond Princess,03-05-2020,49
Diamond Princess,04-05-2020,49
Diamond Princess,05-05-2020,49
Diamond Princess,06-05-2020,49
Diamond Princess,07-05-2020,49
Diamond Princess,08-05-2020,49
Diamond Princess,09-05-2020,49
Diamond Princess,10-05-2020,49
Diamond Princess,11-05-2020,49
Diamond Princess,12-05-2020,49
Diamond Princess,13-05-2020,49
Diamond Princess,14-05-2020,49
District of Columbia,16-03-2020,22
District of Columbia,17-03-2020,22
District of Columbia,18-03-2020,31
District of Columbia,19-03-2020,40
District of Columbia,20-03-2020,71
District of Columbia,21-03-2020,98
District of Columbia,22-03-2020,102
District of Columbia,23-03-2020,120
District of Columbia,24-03-2020,141
District of Columbia,25-03-2020,187
District of Columbia,26-03-2020,231
District of Columbia,27-03-2020,271
District of Columbia,28-03-2020,304
District of Columbia,29-03-2020,342
District of Columbia,30-03-2020,401
District of Columbia,31-03-2020,495
District of Columbia,01-04-2020,586
District of Columbia,02-04-2020,653
District of Columbia,03-04-2020,757
District of Columbia,04-04-2020,902
District of Columbia,05-04-2020,1002
District of Columbia,06-04-2020,1097
District of Columbia,07-04-2020,1211
District of Columbia,08-04-2020,1440
District of Columbia,09-04-2020,1523
District of Columbia,10-04-2020,1660
District of Columbia,11-04-2020,1778
District of Columbia,12-04-2020,1875
District of Columbia,13-04-2020,1955
District of Columbia,14-04-2020,2058
District of Columbia,15-04-2020,2197
District of Columbia,16-04-2020,2350
District of Columbia,17-04-2020,2476
District of Columbia,18-04-2020,2666
District of Columbia,19-04-2020,2793
District of Columbia,20-04-2020,2927
District of Columbia,21-04-2020,3098
District of Columbia,22-04-2020,3206
District of Columbia,23-04-2020,3361
District of Columbia,24-04-2020,3528
District of Columbia,25-04-2020,3699
District of Columbia,26-04-2020,3841
District of Columbia,27-04-2020,3892
District of Columbia,28-04-2020,3994
District of Columbia,29-04-2020,4106
District of Columbia,30-04-2020,4323
District of Columbia,01-05-2020,4658
District of Columbia,02-05-2020,4797
District of Columbia,03-05-2020,5016
District of Columbia,04-05-2020,5170
District of Columbia,05-05-2020,5322
District of Columbia,06-05-2020,5461
District of Columbia,07-05-2020,5654
District of Columbia,08-05-2020,5899
District of Columbia,09-05-2020,6102
District of Columbia,10-05-2020,6272
District of Columbia,11-05-2020,6389
District of Columbia,12-05-2020,6485
District of Columbia,13-05-2020,6584
District of Columbia,14-05-2020,6736
Florida,02-03-2020,1
Florida,03-03-2020,2
Florida,04-03-2020,2
Florida,05-03-2020,3
Florida,06-03-2020,3
Florida,07-03-2020,7
Florida,08-03-2020,10
Florida,09-03-2020,13
Florida,10-03-2020,15
Florida,11-03-2020,24
Florida,12-03-2020,30
Florida,13-03-2020,50
Florida,14-03-2020,76
Florida,15-03-2020,100
Florida,16-03-2020,101
Florida,17-03-2020,190
Florida,18-03-2020,306
Florida,19-03-2020,432
Florida,20-03-2020,564
Florida,21-03-2020,763
Florida,22-03-2020,1004
Florida,23-03-2020,1227
Florida,24-03-2020,1412
Florida,25-03-2020,1682
Florida,26-03-2020,2357
Florida,27-03-2020,2900
Florida,28-03-2020,3763
Florida,29-03-2020,4246
Florida,30-03-2020,5473
Florida,31-03-2020,6741
Florida,01-04-2020,6956
Florida,02-04-2020,9008
Florida,03-04-2020,10268
Florida,04-04-2020,11537
Florida,05-04-2020,12350
Florida,06-04-2020,13324
Florida,07-04-2020,14545
Florida,08-04-2020,15456
Florida,09-04-2020,16364
Florida,10-04-2020,17531
Florida,11-04-2020,18494
Florida,12-04-2020,19895
Florida,13-04-2020,21019
Florida,14-04-2020,21628
Florida,15-04-2020,22511
Florida,16-04-2020,23343
Florida,17-04-2020,24759
Florida,18-04-2020,25492
Florida,19-04-2020,26314
Florida,20-04-2020,27059
Florida,21-04-2020,27869
Florida,22-04-2020,28309
Florida,23-04-2020,29648
Florida,24-04-2020,30533
Florida,25-04-2020,30839
Florida,26-04-2020,31532
Florida,27-04-2020,32138
Florida,28-04-2020,32848
Florida,29-04-2020,33193
Florida,30-04-2020,33690
Florida,01-05-2020,34728
Florida,02-05-2020,35463
Florida,03-05-2020,36078
Florida,04-05-2020,36897
Florida,05-05-2020,37439
Florida,06-05-2020,38002
Florida,07-05-2020,38828
Florida,08-05-2020,39199
Florida,09-05-2020,40001
Florida,10-05-2020,40596
Florida,11-05-2020,40982
Florida,12-05-2020,41923
Florida,13-05-2020,42402
Florida,14-05-2020,43210
Georgia,03-03-2020,2
Georgia,04-03-2020,2
Georgia,05-03-2020,2
Georgia,06-03-2020,3
Georgia,07-03-2020,5
Georgia,08-03-2020,5
Georgia,09-03-2020,10
Georgia,10-03-2020,17
Georgia,11-03-2020,23
Georgia,12-03-2020,31
Georgia,13-03-2020,42
Georgia,14-03-2020,73
Georgia,15-03-2020,99
Georgia,16-03-2020,121
Georgia,17-03-2020,146
Georgia,18-03-2020,197
Georgia,19-03-2020,287
Georgia,20-03-2020,485
Georgia,21-03-2020,555
Georgia,22-03-2020,621
Georgia,23-03-2020,772
Georgia,24-03-2020,1026
Georgia,25-03-2020,1247
Georgia,26-03-2020,1525
Georgia,27-03-2020,2000
Georgia,28-03-2020,2366
Georgia,29-03-2020,2651
Georgia,30-03-2020,2808
Georgia,31-03-2020,3929
Georgia,01-04-2020,4638
Georgia,02-04-2020,5348
Georgia,03-04-2020,5831
Georgia,04-04-2020,6160
Georgia,05-04-2020,6647
Georgia,06-04-2020,7314
Georgia,07-04-2020,8822
Georgia,08-04-2020,9901
Georgia,09-04-2020,10566
Georgia,10-04-2020,11485
Georgia,11-04-2020,12159
Georgia,12-04-2020,12452
Georgia,13-04-2020,13315
Georgia,14-04-2020,14578
Georgia,15-04-2020,14987
Georgia,16-04-2020,15669
Georgia,17-04-2020,17194
Georgia,18-04-2020,17669
Georgia,19-04-2020,18301
Georgia,20-04-2020,19407
Georgia,21-04-2020,19881
Georgia,22-04-2020,21214
Georgia,23-04-2020,21883
Georgia,24-04-2020,22491
Georgia,25-04-2020,23222
Georgia,26-04-2020,23486
Georgia,27-04-2020,24302
Georgia,28-04-2020,24922
Georgia,29-04-2020,25775
Georgia,30-04-2020,26264
Georgia,01-05-2020,27489
Georgia,02-05-2020,28331
Georgia,03-05-2020,28665
Georgia,04-05-2020,29451
Georgia,05-05-2020,29998
Georgia,06-05-2020,30743
Georgia,07-05-2020,31618
Georgia,08-05-2020,32181
Georgia,09-05-2020,32588
Georgia,10-05-2020,33580
Georgia,11-05-2020,34002
Georgia,12-05-2020,34924
Georgia,13-05-2020,35427
Georgia,14-05-2020,35977
Grand Princess,16-03-2020,20
Grand Princess,17-03-2020,21
Grand Princess,18-03-2020,21
Grand Princess,19-03-2020,22
Grand Princess,20-03-2020,23
Grand Princess,21-03-2020,23
Grand Princess,22-03-2020,30
Grand Princess,23-03-2020,28
Grand Princess,24-03-2020,28
Grand Princess,25-03-2020,28
Grand Princess,26-03-2020,28
Grand Princess,27-03-2020,28
Grand Princess,28-03-2020,103
Grand Princess,29-03-2020,103
Grand Princess,30-03-2020,103
Grand Princess,31-03-2020,103
Grand Princess,01-04-2020,103
Grand Princess,02-04-2020,103
Grand Princess,03-04-2020,103
Grand Princess,04-04-2020,103
Grand Princess,05-04-2020,103
Grand Princess,06-04-2020,103
Grand Princess,07-04-2020,103
Grand Princess,08-04-2020,103
Grand Princess,09-04-2020,103
Grand Princess,10-04-2020,103
Grand Princess,11-04-2020,103
Grand Princess,12-04-2020,103
Grand Princess,13-04-2020,103
Grand Princess,14-04-2020,103
Grand Princess,15-04-2020,103
Grand Princess,16-04-2020,103
Grand Princess,17-04-2020,103
Grand Princess,18-04-2020,103
Grand Princess,19-04-2020,103
Grand Princess,20-04-2020,103
Grand Princess,21-04-2020,103
Grand Princess,22-04-2020,103
Grand Princess,23-04-2020,103
Grand Princess,24-04-2020,103
Grand Princess,25-04-2020,103
Grand Princess,26-04-2020,103
Grand Princess,27-04-2020,103
Grand Princess,28-04-2020,103
Grand Princess,29-04-2020,103
Grand Princess,30-04-2020,103
Grand Princess,01-05-2020,103
Grand Princess,02-05-2020,103
Grand Princess,03-05-2020,103
Grand Princess,04-05-2020,103
Grand Princess,05-05-2020,103
Grand Princess,06-05-2020,103
Grand Princess,07-05-2020,103
Grand Princess,08-05-2020,103
Grand Princess,09-05-2020,103
Grand Princess,10-05-2020,103
Grand Princess,11-05-2020,103
Grand Princess,12-05-2020,103
Grand Princess,13-05-2020,103
Grand Princess,14-05-2020,103
Guam,16-03-2020,3
Guam,17-03-2020,3
Guam,18-03-2020,5
Guam,19-03-2020,12
Guam,20-03-2020,14
Guam,21-03-2020,15
Guam,22-03-2020,27
Guam,23-03-2020,29
Guam,24-03-2020,32
Guam,25-03-2020,37
Guam,26-03-2020,45
Guam,27-03-2020,51
Guam,28-03-2020,55
Guam,29-03-2020,56
Guam,30-03-2020,58
Guam,31-03-2020,69
Guam,01-04-2020,77
Guam,02-04-2020,82
Guam,03-04-2020,84
Guam,04-04-2020,93
Guam,05-04-2020,112
