,Unnamed: 0,state,date,cases,deaths,population,emergdec,schoolclose,barrestrict,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict100,gathrestrict1000,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,cases_nom,deaths_nom,cases_pct2,cases_pct5,cases_pct10,deaths_pct2,deaths_pct5,residential_pct10
0,0,Alabama,2020-01-22,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,1,Alabama,2020-01-23,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,2,Alabama,2020-01-24,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
3,3,Alabama,2020-01-25,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4,4,Alabama,2020-01-26,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
5,5,Alabama,2020-01-27,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
6,6,Alabama,2020-01-28,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
7,7,Alabama,2020-01-29,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
8,8,Alabama,2020-01-30,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
9,9,Alabama,2020-01-31,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
10,10,Alabama,2020-02-01,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
11,11,Alabama,2020-02-02,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
12,12,Alabama,2020-02-03,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
13,13,Alabama,2020-02-04,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
14,14,Alabama,2020-02-05,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
15,15,Alabama,2020-02-06,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
16,16,Alabama,2020-02-07,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
17,17,Alabama,2020-02-08,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
18,18,Alabama,2020-02-09,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
19,19,Alabama,2020-02-10,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
20,20,Alabama,2020-02-11,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
21,21,Alabama,2020-02-12,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
22,22,Alabama,2020-02-13,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
23,23,Alabama,2020-02-14,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
24,24,Alabama,2020-02-15,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,39.0,7.0,2.0,-1.0,,,,,,,,,0.0,0.0,,,,,,
25,25,Alabama,2020-02-16,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.0,-7.0,3.0,-1.0,1.0,,,,,,,,,0.0,0.0,,,,,,
26,26,Alabama,2020-02-17,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,17.0,7.0,-17.0,4.0,,,,,,,,,0.0,0.0,,,,,,
27,27,Alabama,2020-02-18,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,-3.0,-11.0,-1.0,1.0,2.0,,,,,,,,,0.0,0.0,,,,,,
28,28,Alabama,2020-02-19,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,6.0,4.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
29,29,Alabama,2020-02-20,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,-6.0,-25.0,-1.0,0.0,3.0,,,,,,,,,0.0,0.0,,,,,,
30,30,Alabama,2020-02-21,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,12.0,9.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
31,31,Alabama,2020-02-22,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,46.0,13.0,6.0,-1.0,,,,,,,,,0.0,0.0,,,,,,
32,32,Alabama,2020-02-23,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,24.0,16.0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,
33,33,Alabama,2020-02-24,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-3.0,-13.0,2.0,-2.0,2.0,,,,,,,,,0.0,0.0,,,,,,
34,34,Alabama,2020-02-25,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,27.0,7.0,-1.0,0.0,,,,,,,,,0.0,0.0,,,,,,-1.0
35,35,Alabama,2020-02-26,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,5.0,7.0,11.0,0.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-2.0
36,36,Alabama,2020-02-27,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,6.0,14.0,9.0,2.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-1.25
37,37,Alabama,2020-02-28,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,6.0,20.0,10.0,1.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-1.5
38,38,Alabama,2020-02-29,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,10.0,55.0,20.0,5.0,-3.0,,,,,,,,,0.0,0.0,,,,,,-inf
39,39,Alabama,2020-03-01,0,0,4903185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,10.0,53.0,21.0,4.0,-2.0,,,,,,,,,0.0,0.0,,,,,,-1.6666666666666665
