,Unnamed: 0,state,date,cases,deaths,population,emergdec,schoolclose,barrestrict,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict100,gathrestrict1000,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,cases_nom,deaths_nom,cases_pct2,cases_pct5,cases_pct10,deaths_pct2,deaths_pct5,residential_pct10
1796,1796,District of Columbia,2020-05-27,8406,445,705749.0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-57.0,-25.0,-46.0,-73.0,-64.0,25.0,1082.0,6879.0,1191.07501392138,42697.0,,5.293837734951223,6049.884590697259,,0.0119107501392138,0.0006305357853854558,0.02200607902735552,0.06499429874572415,0.18012073564509334,0.011363636363636465,0.06459330143540676,0.9230769230769231
1797,1797,District of Columbia,2020-05-28,8492,453,705749.0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-58.0,-27.0,-56.0,-74.0,-65.0,26.0,1082.0,6957.0,1203.260649324335,43514.0,,5.334432406971267,6165.648127025331,,0.012032606493243348,0.0006418712601789021,0.01895848332133432,0.06603063017825761,0.16808803301237973,0.02954545454545454,0.060889929742388826,-0.03703703703703709
1798,1798,District of Columbia,2020-05-29,8538,460,705749.0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-56.0,-23.0,-44.0,-70.0,-60.0,24.0,1089.0,6989.0,1209.7785473305667,43858.0,,5.387678613258374,6214.390668637148,,0.012097785473305665,0.0006517898006231678,0.01570306923625986,0.05277435265104802,0.14850686037126715,0.03370786516853941,0.06481481481481488,-0.040000000000000036
1799,1799,District of Columbia,2020-05-30,8717,462,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-56.0,-15.0,-16.0,-57.0,-22.0,10.0,1100.0,7155.0,1235.1416721809028,45629.0,,5.299988528163358,6465.32974187707,,0.012351416721809028,0.0006546236693215293,0.026495525200188386,0.05981762917933131,0.15441663355846913,0.019867549668874274,0.050000000000000044,-0.6153846153846154
1800,1800,District of Columbia,2020-05-31,8801,466,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-54.0,-23.0,-1.0,-59.0,-24.0,9.0,1116.0,7219.0,1247.0439207140214,46483.0,,5.294852857629817,6586.33593529711,,0.012470439207140216,0.0006602914067182525,0.03080346685406421,0.05603551715862731,0.1300719054956343,0.01304347826086949,0.05909090909090908,-0.6538461538461539
1801,1801,District of Columbia,2020-06-01,8857,468,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-54.0,-30.0,-38.0,-69.0,-61.0,23.0,1126.0,7263.0,1254.978753069434,47263.0,,5.28395619284182,6696.856814533212,,0.01254978753069434,0.0006631252754166141,0.016060571297464632,0.05365215322388761,0.12213353604459654,0.01298701298701288,0.051685393258426915,-0.14814814814814814
1802,1802,District of Columbia,2020-06-02,8886,470,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-54.0,-26.0,-30.0,-70.0,-63.0,23.0,1137.0,7279.0,1259.0878626820586,47701.0,,5.289218996173757,6758.9185390273315,,0.012590878626820583,0.0006659591441149757,0.009657993409839749,0.04639660857277428,0.1154908360532263,0.008583690987124415,0.03752759381898452,1.0909090909090908
1803,1803,District of Columbia,2020-06-03,9016,473,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-19.0,-35.0,-69.0,-62.0,23.0,1138.0,7405.0,1277.5080092214087,49562.0,,5.246228926353151,7022.610021409878,,0.012775080092214088,0.0006702099471625181,0.017951902450039414,0.05598500819864127,0.11171393341553637,0.010683760683760646,0.02826086956521734,1.0909090909090908
1804,1804,District of Columbia,2020-06-04,9120,475,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-54.0,-24.0,-40.0,-72.0,-63.0,24.0,1138.0,7507.0,1292.2441264528888,51096.0,,5.208333333333333,7239.967750574213,,0.01292244126452889,0.0006730438158608797,0.026333558406482105,0.046231501663416275,0.1088145896656536,0.010638297872340496,0.02813852813852824,-0.040000000000000036
1805,1805,District of Columbia,2020-06-05,9199,479,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-56.0,-23.0,-47.0,-69.0,-59.0,24.0,1138.0,7582.0,1303.4379078114173,51861.0,,5.20708772692684,7348.363228286544,,0.013034379078114174,0.000678711553257603,0.020297249334516376,0.045222133848426216,0.10379169666426691,0.012684989429175397,0.027896995708154515,0.04347826086956519
1806,1806,District of Columbia,2020-06-06,9269,483,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-53.0,-12.0,15.0,-36.0,-26.0,8.0,1138.0,7648.0,1313.356448255683,53678.0,,5.2109181141439205,7605.820199532695,,0.01313356448255683,0.0006843792906543261,0.01633771929824568,0.04651687930450499,0.10266476326433494,0.01684210526315799,0.03205128205128216,-0.6799999999999999
1807,1807,District of Columbia,2020-06-07,9332,489,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-17.0,4.0,-55.0,-26.0,8.0,1143.0,7700.0,1322.283134655522,54547.0,,5.240034290612946,7728.9517944765075,,0.01322283134655522,0.0006928808967494109,0.014458093271007666,0.05019131217645745,0.09891662741403673,0.02087682672233826,0.04042553191489362,-0.6923076923076923
1808,1808,District of Columbia,2020-06-08,9389,491,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-21.0,-30.0,-68.0,-59.0,22.0,1143.0,7755.0,1330.3596604458526,55766.0,,5.229523910959633,7901.676091641645,,0.013303596604458526,0.0006957147654477725,0.012946380407810931,0.04137089618456069,0.09967205434527981,0.016563146997929712,0.038054968287526414,-0.08333333333333337
1809,1809,District of Columbia,2020-06-09,9474,495,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-20.0,-33.0,-70.0,-61.0,22.0,1143.0,7836.0,1342.4036024138893,57152.0,,5.224825839138696,8098.063192438105,,0.013424036024138894,0.0007013825028444957,0.015216459494213463,0.03881578947368425,0.08684180337272007,0.012269938650306678,0.042105263157894646,1.2000000000000002
1810,1810,District of Columbia,2020-06-10,9537,499,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-53.0,-19.0,-44.0,-71.0,-61.0,22.0,1143.0,7895.0,1351.3302888137284,58192.0,,5.232253329139144,8245.424364752906,,0.013513302888137284,0.0007070502402412189,0.01576312706358496,0.03674312425263615,0.08362686058402446,0.016293279022403295,0.04175365344467652,1.4444444444444446
1811,1811,District of Columbia,2020-06-11,9589,502,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-54.0,-23.0,-46.0,-71.0,-62.0,24.0,1143.0,7944.0,1358.6983474294686,59288.0,,5.235165293565544,8400.720369423123,,0.013586983474294686,0.0007113010432887613,0.012138484272746553,0.03452368108749604,0.08264649429829518,0.014141414141414232,0.039337474120082705,0.04347826086956519
1812,1812,District of Columbia,2020-06-12,9654,506,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-52.0,-16.0,-29.0,-66.0,-57.0,20.0,1143.0,8005.0,1367.9084206991438,61953.0,,5.241350735446448,8778.333373479807,,0.013679084206991437,0.0007169687806854845,0.0122680088078011,0.034504929275610774,0.08642808912896682,0.014028056112224352,0.03476482617586907,-0.13043478260869568
1813,1813,District of Columbia,2020-06-13,9709,511,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-55.0,-12.0,-13.0,-54.0,-21.0,7.0,1143.0,8055.0,1375.7015596196381,63036.0,,5.2631578947368425,8931.787363496087,,0.013757015596196381,0.0007240534524313885,0.012514339347168724,0.034082436894237844,0.07686335403726718,0.017928286852589626,0.04073319755600813,-0.6956521739130435
1814,1814,District of Columbia,2020-06-14,9767,515,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-52.0,-19.0,-2.0,-56.0,-23.0,7.0,1150.0,8102.0,1383.9197788448869,64530.0,,5.272857581652503,9143.477355263698,,0.013839197788448868,0.0007297211898281117,0.011704992749119514,0.030926746886214884,0.07094298245614028,0.01778656126482203,0.04040404040404044,-0.7083333333333333
1815,1815,District of Columbia,2020-06-15,9799,515,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-23.0,-32.0,-67.0,-59.0,22.0,1155.0,8129.0,1388.4539687622653,65846.0,,5.255638330441882,9329.945915615892,,0.013884539687622653,0.0007297211898281117,0.009269749716757758,0.027471951347383783,0.06522448092183941,0.007827788649706457,0.03206412825651306,-0.08333333333333337
1816,1816,District of Columbia,2020-06-16,9818,520,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-50.0,-19.0,-32.0,-69.0,-60.0,21.0,1155.0,8143.0,1391.146144025709,67126.0,,5.2963943776736615,9511.313512311031,,0.01391146144025709,0.0007368058615740157,0.005221664789597735,0.023881530920846883,0.05922969036573522,0.009708737864077666,0.03585657370517925,1.625
1817,1817,District of Columbia,2020-06-17,9847,523,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-55.0,-26.0,-58.0,-71.0,-62.0,23.0,1155.0,8169.0,1395.2552536383332,70086.0,,5.311262313394943,9930.726079668551,,0.013952552536383332,0.0007410566646215581,0.004898459026431379,0.01999171327946958,0.0551864552078869,0.01553398058252431,0.03359683794466406,1.875
1818,1818,District of Columbia,2020-06-18,9903,527,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-51.0,-21.0,-37.0,-70.0,-61.0,22.0,1155.0,8221.0,1403.1900859937455,72199.0,,5.321619711198626,10230.124307650454,,0.014031900859937456,0.0007467244020182813,0.008657567732735849,0.019981460500566595,0.054744914261369626,0.013461538461538414,0.03131115459882583,0.0
1819,1819,District of Columbia,2020-06-19,9952,530,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-50.0,-18.0,-31.0,-63.0,-58.0,19.0,1162.0,8260.0,1410.1330643047315,73791.0,,5.32556270096463,10455.700256040036,,0.014101330643047316,0.0007509752050658237,0.010663146135879042,0.01894133306030521,0.05045387375976351,0.013384321223709472,0.029126213592232997,-0.13636363636363635
1820,1820,District of Columbia,2020-06-20,9984,531,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-58.0,-18.0,-46.0,-60.0,-22.0,9.0,1166.0,8287.0,1414.6672542221106,77953.0,,5.318509615384615,11045.428332169084,,0.014146672542221102,0.0007523921394150044,0.008179339594062363,0.01887947749770391,0.04687008493236866,0.007590132827324458,0.03106796116504862,-0.5909090909090908
1821,1821,District of Columbia,2020-06-21,10020,533,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-52.0,-18.0,-14.0,-57.0,-21.0,6.0,1172.0,8315.0,1419.768217879161,79522.0,,5.3193612774451084,11267.745331555552,,0.01419768217879161,0.0007552260081133661,0.006832797427652748,0.020574455082501553,0.044947335488580764,0.005660377358490676,0.02499999999999991,-0.75
1822,1822,District of Columbia,2020-06-22,10058,535,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-53.0,-27.0,-44.0,-67.0,-61.0,22.0,1182.0,8341.0,1425.152568406048,82004.0,,5.319148936170213,11619.428437022229,,0.014251525684060481,0.0007580598768117277,0.007411858974359031,0.02142784604448056,0.04184793867826797,0.007532956685499137,0.02294455066921608,0.10000000000000009
1823,1823,District of Columbia,2020-06-23,10094,537,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-48.0,-19.0,-33.0,-68.0,-61.0,20.0,1182.0,8375.0,1430.2535320630984,83302.0,,5.319992074499703,11803.346515545894,,0.014302535320630989,0.0007608937455100893,0.007385229540918248,0.019287084721801406,0.03965392934390777,0.007504690431519689,0.018975332068311257,1.8571428571428572
1824,1824,District of Columbia,2020-06-24,10128,541,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-47.0,-18.0,-29.0,-67.0,-59.0,20.0,1182.0,8405.0,1435.0711088503135,84173.0,,5.341627172195894,11926.761497359543,,0.014350711088503136,0.0007665614829068124,0.0069596341220918845,0.01768488745980701,0.036961195863622454,0.01121495327102795,0.020754716981132182,1.8571428571428572
1825,1825,District of Columbia,2020-06-25,10159,543,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-50.0,-22.0,-34.0,-67.0,-60.0,21.0,1182.0,8434.0,1439.463605332774,86731.0,,5.345014273058372,12289.213303879993,,0.01439463605332774,0.0007693953516051741,0.0064394689914801795,0.017528044871794934,0.03673844269823445,0.011173184357541999,0.02259887005649719,-0.045454545454545414
1826,1826,District of Columbia,2020-06-26,10185,546,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-49.0,-17.0,-27.0,-64.0,-56.0,19.0,1186.0,8453.0,1443.147634640644,88123.0,,5.360824742268041,12486.450565285959,,0.014431476346406442,0.0007736461546527164,0.005627962085308136,0.01646706586826352,0.03738032185781215,0.009242144177449063,0.024390243902439046,-0.09523809523809523
1827,1827,District of Columbia,2020-06-27,10216,548,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-54.0,-17.0,-29.0,-55.0,-22.0,7.0,1194.0,8474.0,1447.5401311231046,89271.0,,5.3641346906812855,12649.114628571917,,0.014475401311231047,0.0007764800233510781,0.005610788463431549,0.015708888447007352,0.03747334213466025,0.009208103130755152,0.024299065420560817,-0.6956521739130435
1828,1828,District of Columbia,2020-06-28,10248,550,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-52.0,-21.0,-18.0,-58.0,-19.0,7.0,1199.0,8499.0,1452.0743210404835,93132.0,,5.3669008587041365,13196.192980790622,,0.014520743210404832,0.0007793138920494396,0.006185567010309256,0.015256588072122046,0.03483792790063611,0.0073260073260073,0.024208566108007368,-0.6818181818181819
1829,1829,District of Columbia,2020-06-29,10292,551,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-48.0,-23.0,-34.0,-65.0,-58.0,20.0,1200.0,8541.0,1458.3088321768787,95360.0,,5.353672755538282,13511.885953788104,,0.014583088321768788,0.0007807308263986204,0.007439310884886474,0.01619273301737767,0.03416398713826374,0.005474452554744547,0.01848428835489835,0.05263157894736836
1830,1830,District of Columbia,2020-06-30,10327,551,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-46.0,-18.0,-33.0,-67.0,-58.0,19.0,1270.0,8506.0,1463.2681023990115,97295.0,,5.335528226977825,13786.062750354587,,0.014632681023990115,0.0007807308263986204,0.007708821233411323,0.01653706073432426,0.03435496794871784,0.0018181818181817189,0.014732965009208066,1.1111111111111112
1831,1831,District of Columbia,2020-07-01,10365,553,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-43.0,-14.0,-39.0,-66.0,-59.0,18.0,1451.0,8361.0,1468.6524529258984,100035.0,,5.33526290400386,14174.302762030127,,0.014686524529258985,0.0007835646950969821,0.0070928876797513585,0.01767304860088359,0.034431137724550975,0.003629764065335772,0.012820512820512775,2.0
1832,1832,District of Columbia,2020-07-02,10390,554,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-42.0,-12.0,-32.0,-66.0,-59.0,17.0,1465.0,8371.0,1472.1947887988504,101063.0,,5.332050048123195,14319.963613125914,,0.014721947887988506,0.0007849816294461629,0.006100513217778714,0.0170321064996084,0.03300855040763562,0.005444646098003547,0.010948905109489093,-0.2272727272727273
1833,1833,District of Columbia,2020-07-03,10435,555,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-49.0,-15.0,-31.0,-71.0,-68.0,19.0,1497.0,8383.0,1478.5709933701642,102809.0,,5.318639195016772,14567.360350492881,,0.014785709933701641,0.0007863985637953436,0.006753497346840387,0.018247462919594115,0.03378244501684158,0.003616636528029016,0.009090909090909038,-0.050000000000000044
1834,1834,District of Columbia,2020-07-04,10447,557,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,1523.0,8367.0,1480.2713145891812,104554.0,,5.331674164832009,14814.61539442493,,0.014802713145891811,0.0007892324324937053,0.005486044273339763,0.015060240963855387,0.031496840442338137,0.005415162454873723,0.010889292196007316,-0.050000000000000044
1835,1835,District of Columbia,2020-07-05,10482,559,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,1542.0,8381.0,1485.230584811314,105993.0,,5.332951726769701,15018.512247272049,,0.01485230584811314,0.0007920663011920669,0.004504072831815975,0.015009199186598154,0.03179446795944485,0.007207207207207134,0.014519056261343088,-0.09523809523809523
1836,1836,District of Columbia,2020-07-06,10515,561,705749.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0.014899064681636105,0.0007949001698904285,0.0065090456590408685,0.01447178002894356,0.032400589101620136,0.007181328545780907,0.014466546112115841,0.0
1837,1837,Florida,2020-01-22,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1838,1838,Florida,2020-01-23,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1839,1839,Florida,2020-01-24,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1840,1840,Florida,2020-01-25,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1841,1841,Florida,2020-01-26,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1842,1842,Florida,2020-01-27,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1843,1843,Florida,2020-01-28,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1844,1844,Florida,2020-01-29,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1845,1845,Florida,2020-01-30,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1846,1846,Florida,2020-01-31,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1847,1847,Florida,2020-02-01,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1848,1848,Florida,2020-02-02,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1849,1849,Florida,2020-02-03,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1850,1850,Florida,2020-02-04,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1851,1851,Florida,2020-02-05,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1852,1852,Florida,2020-02-06,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1853,1853,Florida,2020-02-07,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1854,1854,Florida,2020-02-08,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1855,1855,Florida,2020-02-09,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1856,1856,Florida,2020-02-10,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1857,1857,Florida,2020-02-11,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1858,1858,Florida,2020-02-12,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1859,1859,Florida,2020-02-13,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1860,1860,Florida,2020-02-14,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1861,1861,Florida,2020-02-15,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,9.0,2.0,-1.0,-1.0,,,,,,,,,0.0,0.0,,,,,,
1862,1862,Florida,2020-02-16,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,8.0,2.0,-2.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1863,1863,Florida,2020-02-17,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,24.0,0.0,-19.0,4.0,,,,,,,,,0.0,0.0,,,,,,
1864,1864,Florida,2020-02-18,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,13.0,6.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1865,1865,Florida,2020-02-19,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,15.0,5.0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1866,1866,Florida,2020-02-20,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1867,1867,Florida,2020-02-21,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,-12.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,,,,,,
1868,1868,Florida,2020-02-22,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,8.0,2.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1869,1869,Florida,2020-02-23,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,20.0,4.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1870,1870,Florida,2020-02-24,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,12.0,3.0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1871,1871,Florida,2020-02-25,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,6.0,5.0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,-1.0
1872,1872,Florida,2020-02-26,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,-9.0,4.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,
1873,1873,Florida,2020-02-27,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,6.0,2.0,7.0,2.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-1.25
1874,1874,Florida,2020-02-28,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,4.0,5.0,1.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-inf
1875,1875,Florida,2020-02-29,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4.0,8.0,6.0,2.0,-2.0,,,,,,,,,0.0,0.0,,,,,,-inf
1876,1876,Florida,2020-03-01,0,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,7.0,10.0,7.0,1.0,-1.0,,,,,,,,,0.0,0.0,,,,,,-inf
1877,1877,Florida,2020-03-02,1,0,21477737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,8.0,3.0,1.0,0.0,,,,,,,,,4.655984007998608e-08,0.0,inf,inf,inf,,,-1.0
