,unnamed: 0,state,date,cases,deaths,population,emergdec,schoolclose,barrestrict,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict100,gathrestrict1000,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,sir,knn,mdp,agg,sir_low,sir_high,sir_sample,knn_low,knn_sample,mdp_low,mdp_sample,agg_low,agg_sample,knn_high,mdp_high,agg_high
0,58,Alabama,2020-03-20,106,0,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.0,10.0,7.0,-14.0,-29.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
1,59,Alabama,2020-03-21,131,0,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,5.0,10.0,-13.0,-16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2,60,Alabama,2020-03-22,157,0,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.0,-7.0,2.0,-22.0,-27.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
3,61,Alabama,2020-03-23,196,0,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
4,62,Alabama,2020-03-24,242,0,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.0,-5.0,4.0,-18.0,-34.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
5,63,Alabama,2020-03-25,381,1,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.0,-4.0,36.0,-15.0,-36.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
6,64,Alabama,2020-03-26,517,1,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-3.0,32.0,-19.0,-36.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
7,65,Alabama,2020-03-27,587,4,4903185.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-2.0,30.0,-24.0,-37.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
8,66,Alabama,2020-03-28,694,4,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-2.0,22.0,-25.0,-22.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
9,67,Alabama,2020-03-29,825,10,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.0,-13.0,19.0,-30.0,-32.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
10,68,Alabama,2020-03-30,899,10,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-10.0,10.0,-25.0,-38.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
11,69,Alabama,2020-03-31,987,23,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
12,70,Alabama,2020-04-01,1060,27,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,5.0,19.0,-20.0,-39.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
13,71,Alabama,2020-04-02,1233,32,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.0,3.0,12.0,-25.0,-39.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
14,72,Alabama,2020-04-03,1495,38,4903185.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.0,12.0,17.0,-29.0,-40.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
15,73,Alabama,2020-04-04,1614,44,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.0,8.0,4.0,-33.0,-26.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
16,74,Alabama,2020-04-05,1765,45,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
17,75,Alabama,2020-04-06,1952,49,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.0,-10.0,3.0,-29.0,-41.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
18,76,Alabama,2020-04-07,2169,64,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
19,77,Alabama,2020-04-08,2328,66,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
20,78,Alabama,2020-04-09,2703,70,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,-4.0,5.0,-31.0,-43.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
21,79,Alabama,2020-04-10,2947,80,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.0,-4.0,4.0,-37.0,-48.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
22,80,Alabama,2020-04-11,3217,92,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.0,3.0,11.0,-35.0,-29.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
23,81,Alabama,2020-04-12,3563,93,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,,3470.0,75.98802021,21583.0,437.0,2.610159978,460.3001516,12.26494527,,,,,,,,,,,,,,,,
24,82,Alabama,2020-04-13,3734,99,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,,3635.0,79.63493333293523,29182.0,457.0,2.6513122656668453,622.3638523089759,12.23888591322978,,,,,,,,,,,,,,,,
25,83,Alabama,2020-04-14,3953,114,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-8.0,3.0,-27.0,-40.0,16.0,,3839.0,84.30554137,33117.0,493.0,2.8838856560000004,706.2855081,12.4715406,,,,,,,,,,,,,,,,
26,84,Alabama,2020-04-15,4075,118,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.0,-2.0,10.0,-24.0,-40.0,15.0,,3957.0,86.90743260088672,34077.0,525.0,2.895705521472393,726.7594063166669,12.883435582822086,,,,,,,,,,,,,,,,
27,85,Alabama,2020-04-16,4345,133,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.0,-3.0,7.0,-27.0,-39.0,16.0,,4212.0,92.66571647873691,36391.0,553.0,3.0609896432681243,776.1100318475752,12.727272727272727,,,,,,,,,,,,,,,,
28,86,Alabama,2020-04-17,4571,148,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.0,-8.0,19.0,-30.0,-40.0,17.0,,4423.0,97.48561335427073,37848.0,594.0,3.2378035440822583,807.1834378106407,12.994968278276088,,,,,,,,,,,,,,,,
29,87,Alabama,2020-04-18,4712,153,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-5.0,12.0,-26.0,-24.0,9.0,,4559.0,100.49271715714805,42538.0,620.0,3.2470288624787766,907.2069614666307,13.157894736842106,,,,,,,,,,,,,,,,
30,88,Alabama,2020-04-19,4888,157,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,,4731.0,104.24626516641337,45712.0,641.0,3.2119476268412437,974.8987874973584,13.113747954173489,,,,,,,,,,,,,,,,
31,89,Alabama,2020-04-20,5079,163,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0,-6.0,13.0,-25.0,-39.0,14.0,,4916.0,108.3197178355592,45900.0,641.0,3.2092931679464463,978.908259234528,12.620594605237253,,,,,,,,,,,,,,,,
32,90,Alabama,2020-04-21,5317,183,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0,-4.0,18.0,-23.0,-38.0,15.0,,5134.0,113.39553843899748,48526.0,699.0,3.4417904833552755,1034.912901690952,13.14651119052097,,,,,,,,,,,,,,,,
33,91,Alabama,2020-04-22,5593,196,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0,-3.0,13.0,-22.0,-40.0,15.0,,5397.0,119.28178418079986,48760.0,730.0,3.504380475594493,1039.9034143850888,13.052029322367243,,,,,,,,,,,,,,,,
34,92,Alabama,2020-04-23,5832,202,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,,5630.0,124.37893176156356,52641.0,768.0,3.4636488340192044,1122.6734133848536,13.168724279835393,,,,,,,,,,,,,,,,
35,93,Alabama,2020-04-24,6026,209,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.0,-4.0,22.0,-26.0,-39.0,16.0,,5817.0,128.51636536268552,52889.0,769.0,3.4683040159309657,1127.9625037615456,12.761367407899106,,,,,,,,,,,,,,,,
36,94,Alabama,2020-04-25,6026,209,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.0,-3.0,17.0,-23.0,-23.0,9.0,,5817.0,128.51636536268552,71344.0,839.0,3.4683040159309657,1521.5518703012674,13.92300033189512,,,,,,,,,,,,,,,,
37,95,Alabama,2020-04-26,6421,219,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.0,-7.0,15.0,-29.0,-31.0,8.0,,6202.0,136.94052140620704,73551.0,845.0,3.4106836941286405,1568.620509258361,13.159943933966673,,,,,,,,,,,,,,,,
38,96,Alabama,2020-04-27,6539,228,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,-4.0,20.0,-21.0,-37.0,14.0,,6311.0,139.45710473060086,73997.0,872.0,3.4867716776265483,1578.1323411454764,13.335372381098027,,,,,,,,,,,,,,,,
39,97,Alabama,2020-04-28,6750,242,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.0,-2.0,22.0,-20.0,-37.0,8.0,,6508.0,143.9570969462541,75827.0,911.0,3.585185185185185,1617.1607096509051,13.496296296296293,,,,,,,,,,,,,,,,
40,98,Alabama,2020-04-29,6912,256,4903185.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,,6656.0,147.41206727296418,80449.0,945.0,3.7037037037037037,1715.7339988487695,13.671875,,,,,,,,,,,,,,,,
41,99,Alabama,2020-04-30,7088,272,4903185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.0,3.0,15.0,-18.0,-37.0,14.0,0.0,6816.0,151.16561528222945,87196.0,978.0,3.8374717832957113,1859.627114863048,13.797968397291195,,,,,,,,,,,,,,,,
42,100,Alabama,2020-05-01,7294,289,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.0,6.0,39.0,-17.0,-36.0,13.0,0.0,7005.0,155.5589726112559,91933.0,1008.0,3.962160680010968,1960.6530064533301,13.81957773512476,,,,,,,,,,,,,,,,
43,101,Alabama,2020-05-02,7611,288,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.0,8.0,61.0,-11.0,-20.0,6.0,0.0,7323.0,162.31962442339852,92209.0,1023.0,3.7839968466692944,1966.5392521951323,13.44107213243989,,,,,,,,,,,,,,,,
44,102,Alabama,2020-05-03,7888,290,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,4.0,52.0,-18.0,-27.0,6.0,0.0,7598.0,168.22719714252628,92500.0,1035.0,3.6764705882352944,1972.7454025968154,13.121196754563892,,,,,,,,,,,,,,,,
45,103,Alabama,2020-05-04,8112,298,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,6.0,25.0,-15.0,-33.0,11.0,0.0,7814.0,173.00444006340942,103117.0,1064.0,3.673570019723866,2199.173920860279,13.116370808678505,,,,,,,,,,,,,,,,
46,104,Alabama,2020-05-05,8437,315,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0,9.0,16.0,-14.0,-33.0,12.0,,8122.0,179.9357076941549,106766.0,1107.0,3.733554581012208,2276.996061120558,13.12077752755719,,,,,,,,,,,,,,,,
47,105,Alabama,2020-05-06,8691,343,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,8.0,33.0,-11.0,-34.0,12.0,,8348.0,185.3527599347992,109516.0,1158.0,3.9466114371188574,2335.6452487653282,13.324128408698654,,,,,,,,,,,,,,,,
48,106,Alabama,2020-05-07,9046,369,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0,8.0,33.0,-12.0,-34.0,12.0,,8677.0,192.92383688530586,115173.0,1178.0,4.079151005969488,2456.291959494952,13.022330311739992,,,,,,,,,,,,,,,,
49,107,Alabama,2020-05-08,9385,383,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.0,1.0,-1.0,-17.0,-35.0,15.0,,9002.0,200.15368219860665,120114.0,1207.0,4.080980287693127,2561.668554459609,12.86094832179009,,,,,,,,,,,,,,,,
50,108,Alabama,2020-05-09,9668,390,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0,20.0,39.0,-3.0,-18.0,5.0,,9278.0,206.18921678168655,125494.0,1228.0,4.0339263549855175,2676.407692470105,12.701696317749276,,,,,,,,,,,,,,,,
51,109,Alabama,2020-05-10,9889,393,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.0,13.0,53.0,-10.0,-23.0,4.0,,9496.0,210.9024787705936,127421.0,1240.0,3.9741126504196576,2717.504777776095,12.539184952978056,,,,,,,,,,,,,,,,
52,110,Alabama,2020-05-11,10164,403,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,1.0,33.0,-8.0,-31.0,10.0,,9761.0,216.76739753507061,129444.0,1256.0,3.964974419519873,2760.649252905321,12.357339630066905,,,,,,,,,,,,,,,,
53,111,Alabama,2020-05-12,10464,435,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,4.0,28.0,-9.0,-30.0,11.0,,10029.0,223.16549073268192,133218.0,1287.0,4.157110091743119,2841.1372653312706,12.299311926605506,,,,,,,,,,,,,,,,
54,112,Alabama,2020-05-13,10700,450,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,5.0,46.0,-8.0,-31.0,10.0,,10250.0,228.19865738146942,136372.0,1317.0,4.205607476635514,2908.402551815491,12.30841121495327,,,,,,,,,,,,,,,,
55,113,Alabama,2020-05-14,11101,473,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,5.0,38.0,-11.0,-31.0,11.0,,10628.0,226.40385790052792,141985.0,1350.0,4.260877398432574,2895.7708101978606,12.161066570579223,,,,,,,,,,,,,,,,
56,114,Alabama,2020-05-15,11373,483,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0,1.0,46.0,-12.0,-32.0,11.0,,10890.0,231.95127248920846,146063.0,1377.0,4.246900553943552,2978.9412392149184,12.10762331838565,,,,,,,,,,,,,,,,
57,115,Alabama,2020-05-16,11674,485,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0,8.0,71.0,-4.0,-14.0,4.0,,11189.0,238.0901393685941,153494.0,1387.0,4.154531437382217,3130.49578998141,11.881103306493065,,,,,,,,,,,,,,,,
58,116,Alabama,2020-05-17,11771,488,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.0,-1.0,30.0,-12.0,-21.0,6.0,,11283.0,240.0684453064692,156350.0,1392.0,4.145782006626456,3188.743643162557,11.825673264803331,,,,,,,,,,,,,,,,
59,117,Alabama,2020-05-18,12086,489,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,1.0,16.0,-12.0,-29.0,10.0,,11597.0,246.49284087791915,157123.0,1416.0,4.046003640575873,3204.5089059458287,11.716035081912956,,,,,,,,,,,,,,,,
60,118,Alabama,2020-05-19,12376,504,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,6.0,35.0,-10.0,-28.0,10.0,,11872.0,252.40736378496842,157566.0,1453.0,4.072398190045249,3213.543849559011,11.740465416936006,,,,,,,,,,,,,,,,
61,119,Alabama,2020-05-20,13052,522,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,7.0,44.0,-4.0,-30.0,9.0,,12530.0,266.19432063036584,164450.0,1493.0,3.9993870671161513,3353.9423864284136,11.43885994483604,,,,,,,,,,,,,,,,
62,120,Alabama,2020-05-21,13288,529,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,9.0,40.0,-4.0,-30.0,10.0,,12759.0,271.00751858230933,170739.0,1528.0,3.9810355207706203,3482.2059538850767,11.499096929560508,,,,,,,,,,,,,,,,
63,121,Alabama,2020-05-22,13670,541,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,4.0,40.0,-3.0,-32.0,11.0,7951.0,5178.0,278.7983728943533,177768.0,1561.0,3.9575713240673007,3625.5617522080042,11.419166057059257,,,,,,,,,,,,,,,,
64,122,Alabama,2020-05-23,14117,549,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0,10.0,68.0,3.0,-14.0,4.0,7951.0,5617.0,287.9148961338396,182676.0,1589.0,3.88892824254445,3725.6599536831673,11.255932563575833,,,,,,,,,,,,,,,,
65,123,Alabama,2020-05-24,14478,551,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0,10.0,89.0,-8.0,-21.0,3.0,7951.0,5976.0,295.27745740778704,185799.0,1612.0,3.8057742782152233,3789.353246920114,11.134134548970852,,,,,,,,,,,,,,,,
66,124,Alabama,2020-05-25,14986,566,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,0.0,84.0,-15.0,-67.0,17.0,7951.0,6469.0,305.63806994841116,190315.0,1629.0,3.7768584011744295,3881.456645017474,10.870145469104498,,,,,,,,,,,,,,,,
67,125,Alabama,2020-05-26,15650,580,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0,0.0,1.0,-8.0,-30.0,11.0,7951.0,7119.0,319.1802879148962,193759.0,1671.0,3.7060702875399363,3951.696703265327,10.677316293929712,,,,,,,,,,,,,,,,
68,126,Alabama,2020-05-27,16032,583,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,0.0,14.0,-8.0,-30.0,11.0,7951.0,7498.0,326.97114222694023,195794.0,1719.0,3.6364770459081837,3993.200338147551,10.722305389221557,,,,,,,,,,,,,,,,
69,127,Alabama,2020-05-28,16530,591,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,7.0,31.0,-4.0,-28.0,10.0,9355.0,6584.0,337.12780570180405,200481.0,1765.0,3.5753176043557167,4088.791265269412,10.677555958862676,,,,,,,,,,,,,,,,
70,128,Alabama,2020-05-29,17031,610,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,2.0,45.0,-5.0,-28.0,10.0,9355.0,7066.0,347.3456538963959,208883.0,1800.0,3.5817039516176385,4260.14927032123,10.568962480183195,,,,,,,,,,,,,,,,
71,129,Alabama,2020-05-30,17359,618,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,7.0,75.0,8.0,-6.0,3.0,9355.0,7386.0,354.03518325333437,212201.0,1826.0,3.560112909729824,4327.8195703405045,10.519039115156405,,,,,,,,,,,,,,,,
72,130,Alabama,2020-05-31,17952,630,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,5.0,79.0,3.0,-14.0,3.0,9355.0,7967.0,366.12936285292113,217553.0,1844.0,3.5093582887700534,4436.973110335425,10.271836007130123,,,,,,,,,,,,,,,,
73,131,Alabama,2020-06-01,18630,646,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,8.0,46.0,-1.0,-28.0,8.0,9355.0,8629.0,379.95710951147066,223523.0,1856.0,3.467525496511004,4558.730702594334,9.962426194310252,,,,,,,,,,,,,,,,
74,132,Alabama,2020-06-02,18766,653,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0,7.0,36.0,-3.0,-27.0,9.0,9355.0,8758.0,382.7308168058108,223802.0,1879.0,3.479697324949377,4564.420881529048,10.012789086646062,,,,,,,,,,,,,,,,
75,133,Alabama,2020-06-03,18851,653,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,44.0,-1.0,-28.0,8.0,11395.0,6803.0,384.4643838647737,231594.0,1900.0,3.4640072144713807,4723.337993569486,10.079040899687019,,,,,,,,,,,,,,,,
76,134,Alabama,2020-06-04,19072,653,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,8.0,35.0,-4.0,-27.0,9.0,11395.0,7024.0,388.97165821807664,235299.0,1929.0,3.4238674496644297,4798.901122433684,10.114303691275168,,,,,,,,,,,,,,,,
77,135,Alabama,2020-06-05,19387,676,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,2.0,41.0,-5.0,-28.0,10.0,11395.0,7316.0,395.3960537895266,239473.0,1949.0,3.486872646618868,4884.02946248204,10.053128385000257,,,,,,,,,,,,,,,,
78,136,Alabama,2020-06-06,20043,689,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,8.0,55.0,7.0,-9.0,3.0,11395.0,7959.0,408.7751125034034,245644.0,1993.0,3.4376091403482514,5009.8864309627315,9.943621214389065,,,,,,,,,,,,,,,,
79,137,Alabama,2020-06-07,20500,692,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0,-1.0,36.0,-7.0,-17.0,5.0,11395.0,8413.0,418.0955848086499,259566.0,2022.0,3.3756097560975613,5293.824320314245,9.86341463414634,,,,,,,,,,,,,,,,
80,138,Alabama,2020-06-08,20925,718,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,-1.0,10.0,-10.0,-28.0,10.0,11395.0,8812.0,426.7634201034634,259991.0,2054.0,3.4313022700119475,5302.4921556090585,9.816009557945042,,,,,,,,,,,,,,,,
81,139,Alabama,2020-06-09,21422,729,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,1.0,9.0,-7.0,-27.0,10.0,11395.0,9298.0,436.8996886717511,267739.0,2087.0,3.4030436000373454,5460.511891760152,9.742320978433387,,,,,,,,,,,,,,,,
82,140,Alabama,2020-06-10,21989,744,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,6.0,43.0,-2.0,-27.0,8.0,13508.0,7737.0,448.4636007003611,273057.0,2129.0,3.3835099367865755,5568.972004931488,9.682113784164807,,,,,,,,,,,,,,,,
83,141,Alabama,2020-06-11,22845,755,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,7.0,60.0,2.0,-26.0,8.0,13508.0,8582.0,465.9216407294442,278826.0,2165.0,3.3048807178813746,5686.6302209686155,9.476909608229372,,,,,,,,,,,,,,,,
84,142,Alabama,2020-06-12,23710,769,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,3.0,71.0,1.0,-27.0,8.0,13508.0,9433.0,483.5632349177117,286385.0,2202.0,3.2433572332349216,5840.795319776839,9.287220582032898,,,,,,,,,,,,,,,,
85,143,Alabama,2020-06-13,24601,773,4903185.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0,8.0,92.0,18.0,-6.0,2.0,13508.0,10320.0,501.7350966769559,293252.0,2241.0,3.1421486931425555,5980.8471432344495,9.109385797325313,,,,,,,,,,,,,,,,
