,unnamed: 0,state,county,fips,date,cases,population,deaths,emergdec,schoolclose,barrestrict,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict500,gathrestrict5,gathrestrict100,gathrestrict1000,gathrestrict3,travelrestrictexit,travelrestrictentry,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,cases_nom,deaths_nom,cases_pct3,cases_pct5,sir,knn,mdp,agg,sir_low,sir_high,sir_sample,knn_low,knn_high,knn_sample,mdp_low,mdp_high,mdp_sample,agg_low,agg_high,agg_sample
2062,539719,Massachusetts,Suffolk,25025.0,2020-07-07,20048,803907,1008,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-36.0,-14.0,50.0,-62.0,-54.0,17.0,93157.0,8968.0,1600.8407976028448,906760.0,11489.0,7.4434918160561185,13155.743276426578,10.41255052656383,0.02493820802655033,0.0012538763812232011,0.003805327458441754,0.00784234868288758,17189.116259413437,20292.0,20340.0,19825.432738416246,13902.176905206454,15112.631030326367,14660.78681057895,20312.482899794675,20573.774944889814,20476.238575859286,20390.598297550987,20675.996878994483,20569.46190449755,19497.653017978544,19653.683175924914,19595.43947753828
2063,542943,Massachusetts,Suffolk,25025.0,2020-07-08,20120,803907,1012,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-39.0,-14.0,28.0,-64.0,-53.0,18.0,94347.0,8012.0,1604.671046207742,915995.0,11517.0,7.452848953906801,13289.729435010764,10.413012422921827,0.02502777062520914,0.0012588520811486902,0.006755066299724889,0.0092295345104334,17189.118052224,20335.0,20383.0,19857.257361217573,13902.178355191969,15112.632606561245,14660.78833968685,20355.52630432312,20617.37204338332,20519.6289887689,20433.705265436663,20719.707196880263,20612.947000952485,19528.95147491492,19685.23209906739,19626.894905433703
2064,546167,Massachusetts,Suffolk,25025.0,2020-07-09,20172,803907,1013,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-38.0,-13.0,55.0,-64.0,-53.0,17.0,94347.0,8282.0,1608.9510588533658,925761.0,11559.0,7.455566877372697,13431.419616357076,10.42318547841691,0.02509245472424049,0.0012600960061300622,0.007894473868292229,0.0100140196274785,17189.119554169713,20377.0,20427.0,19888.862115202217,13902.17956993243,15112.633927068422,14660.78962071291,20397.568699443924,20659.955255865352,20562.010322308528,20477.81472094759,20764.43403378664,20657.443378720327,19560.033698190535,19716.56305813713,19658.13301519302
2065,549391,Massachusetts,Suffolk,25025.0,2020-07-10,20228,803907,1016,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-42.0,-16.0,9.0,-63.0,-50.0,18.0,94347.0,8467.0,1612.0413730686805,938616.0,11582.0,7.466474664746647,13617.926608084175,10.42390423904239,0.025162114523197332,0.001263827781074179,0.008978451715881963,0.012159119339504532,17189.120802344947,20419.0,20470.0,19920.206644298865,13902.180579428943,15112.635024461184,14660.790685295331,20439.61109456473,20702.538468347382,20604.391655848154,20520.921688833267,20808.14435167242,20700.928475175264,19590.859998952896,19747.636046671218,19689.11391891247
2066,552615,Massachusetts,Suffolk,25025.0,2020-07-11,20272,803907,1018,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-38.0,-13.0,78.0,-53.0,-24.0,6.0,94347.0,8741.0,1616.2198260922048,946334.0,11600.0,7.459738954020718,13729.90334570765,10.413113341352627,0.025216847222377714,0.0012663156310369235,0.00755467196819093,0.01289097631657832,17189.121844468886,20462.0,20514.0,19952.29121179395,13902.181422275726,15112.635940694126,14660.791574134331,20482.654499093172,20746.13556684089,20647.78206875777,20565.031144344193,20852.8711885788,20745.424852943106,19622.414102840823,19779.442662582456,19720.826275904034
2067,555839,Massachusetts,Suffolk,25025.0,2020-07-12,20301,803907,1020,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-37.0,-17.0,86.0,-55.0,-23.0,4.0,94347.0,8925.0,1619.1070210633206,957480.0,11608.0,7.459877953708433,13891.615281125014,10.401713307705405,0.02525292104683751,0.0012688034809996678,0.006395002974419972,0.012619712689545093,17189.12271827226,20504.0,20558.0,19983.895790557708,13902.182128988563,15112.636708940023,14660.792319410866,20524.69689421398,20788.71877932292,20690.163402297396,20609.14059985512,20897.59802548518,20789.921230710945,19653.496153792534,19810.77344794927,19752.06421247519
2068,559063,Massachusetts,Suffolk,25025.0,2020-07-13,20342,803907,1020,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-37.0,-16.0,25.0,-65.0,-53.0,17.0,94347.0,9150.0,1622.443980075163,966143.0,11611.0,7.4490060539941165,14017.302567731926,10.383002316077512,0.02530392197107377,0.0012688034809996678,0.0056357524223849,0.011033797216699837,17189.123443570177,20547.0,20602.0,20015.98026967388,13902.18271559347,15112.637346620262,14660.792938025457,20567.74029874242,20832.31587781643,20733.553815207015,20653.250055366047,20942.32486239156,20834.417608478787,19685.05017076274,19842.579976247234,19783.77648211312
2069,562287,Massachusetts,Suffolk,25025.0,2020-07-14,20386,803907,1022,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-38.0,-17.0,17.0,-64.0,-53.0,18.0,94347.0,9443.0,1626.840060860329,978214.0,11625.0,7.43779541603496,14192.434881783876,10.367430660840096,0.025358654670254145,0.0012712913309624126,0.005623520126282644,0.010608764624231659,17189.124052741736,20590.0,20646.0,20048.064716396504,13902.183208277947,15112.63788220248,14660.793457594596,20610.783703270867,20875.912976309937,20776.94422811663,20697.359510876973,20987.05169929794,20878.91398624663,19716.60415587497,19874.386472432278,19815.488719733294
2070,565511,Massachusetts,Suffolk,25025.0,2020-07-15,20411,803907,1024,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-35.0,-14.0,42.0,-63.0,-52.0,16.0,95390.0,8589.0,1629.988409145415,988713.0,11651.0,7.448351980916268,14344.759806415754,10.370548390255193,0.02538975279478845,0.0012737791809251569,0.005418452292990539,0.009046865730670373,17189.12456902341,20633.0,20690.0,20080.1491372074,13902.183625835141,15112.638336116126,14660.79389793693,20653.82710779931,20919.510074803446,20820.33464102625,20741.4689663879,21031.778536204318,20923.41036401447,19748.158115503884,19906.192942930073,19847.200931742344
2071,204424,Massachusetts,Worcester,25027.0,2020-03-25,129,830622,2,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-48.0,-23.0,-31.0,-45.0,-52.0,23.0,,,,,,,,,0.0001553053013284021,2.4078341291225132e-06,2.4864864864864864,5.789473684210527,,,,,,,,,,,,,,,,
